"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11130","Radio ""Yes"" Button","","Thu Jul 24 15:17:11 GMT 2025","broken","Thu Jul 24 15:17:23 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","316","search ""CMC"" in google","","Thu Jul 24 15:17:25 GMT 2025","broken","Thu Jul 24 15:17:25 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","255","test post api","","Thu Jul 24 15:17:11 GMT 2025","failed","Thu Jul 24 15:17:11 GMT 2025","","Demo API","test post api",""
"","327","search ""CMC"" in google","","Thu Jul 24 15:17:24 GMT 2025","broken","Thu Jul 24 15:17:24 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","1016","search ""review cong ty"" in google","","Thu Jul 24 15:17:25 GMT 2025","broken","Thu Jul 24 15:17:26 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","444","Radio ""Impressive"" Button","","Thu Jul 24 15:17:23 GMT 2025","broken","Thu Jul 24 15:17:23 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","320","search ""fsoft"" in google","","Thu Jul 24 15:17:24 GMT 2025","broken","Thu Jul 24 15:17:24 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","325","search youtube in google","","Thu Jul 24 15:17:23 GMT 2025","broken","Thu Jul 24 15:17:23 GMT 2025","","test google search","search youtube in google",""
"","319","search ""review cong ty"" in google","","Thu Jul 24 15:17:24 GMT 2025","broken","Thu Jul 24 15:17:25 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","367","search facebook in google","","Thu Jul 24 15:17:23 GMT 2025","broken","Thu Jul 24 15:17:24 GMT 2025","","test google search","search facebook in google",""
"","1697","test get api","","Thu Jul 24 15:17:09 GMT 2025","passed","Thu Jul 24 15:17:11 GMT 2025","","Demo API","test get api",""
"","321","search ""fsoft"" in google","","Thu Jul 24 15:17:25 GMT 2025","broken","Thu Jul 24 15:17:25 GMT 2025","","test google search outline","search ""fsoft"" in google",""
