"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","380","search youtube in google","","2026-06-01","broken","2026-06-01","","test google search","search youtube in google",""
"","318","search ""CMC"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""CMC"" in google",""
"","326","search facebook in google","","2026-06-01","broken","2026-06-01","","test google search","search facebook in google",""
"","317","search ""CMC"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""CMC"" in google",""
"","1836","test get api","","2026-06-01","passed","2026-06-01","","Demo API","test get api",""
"","359","test post api","","2026-06-01","failed","2026-06-01","","Demo API","test post api",""
"","317","search ""review cong ty"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""review cong ty"" in google",""
"","318","search ""fsoft"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""fsoft"" in google",""
"","317","search ""fsoft"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""fsoft"" in google",""
"","461","Radio ""Impressive"" Button","","2026-06-01","broken","2026-06-01","","Demo QA site","Radio ""Impressive"" Button",""
"","9339","Radio ""Yes"" Button","","2026-06-01","broken","2026-06-01","","Demo QA site","Radio ""Yes"" Button",""
"","315","search ""review cong ty"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""review cong ty"" in google",""
