"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 11 15:14:54 GMT 2024","Fri Oct 11 15:14:54 GMT 2024","314","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Oct 11 15:14:54 GMT 2024","Fri Oct 11 15:14:54 GMT 2024","315","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Oct 11 15:14:52 GMT 2024","Fri Oct 11 15:14:53 GMT 2024","474","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Oct 11 15:14:52 GMT 2024","Fri Oct 11 15:14:52 GMT 2024","342","","test google search","","search facebook in google","","search facebook in google",""
"broken","Fri Oct 11 15:14:53 GMT 2024","Fri Oct 11 15:14:53 GMT 2024","317","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Oct 11 15:14:34 GMT 2024","Fri Oct 11 15:14:51 GMT 2024","17185","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Fri Oct 11 15:14:34 GMT 2024","Fri Oct 11 15:14:34 GMT 2024","374","","Demo API","","test post api","","test post api",""
"broken","Fri Oct 11 15:14:53 GMT 2024","Fri Oct 11 15:14:53 GMT 2024","315","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Oct 11 15:14:51 GMT 2024","Fri Oct 11 15:14:52 GMT 2024","452","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Fri Oct 11 15:14:32 GMT 2024","Fri Oct 11 15:14:34 GMT 2024","1870","","Demo API","","test get api","","test get api",""
"broken","Fri Oct 11 15:14:54 GMT 2024","Fri Oct 11 15:14:54 GMT 2024","317","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Oct 11 15:14:52 GMT 2024","Fri Oct 11 15:14:52 GMT 2024","375","","test google search","","search youtube in google","","search youtube in google",""
