"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Dec 18 15:12:29 GMT 2023","Mon Dec 18 15:12:30 GMT 2023","269","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Dec 18 15:12:30 GMT 2023","Mon Dec 18 15:12:30 GMT 2023","223","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Dec 18 15:12:31 GMT 2023","Mon Dec 18 15:12:31 GMT 2023","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Mon Dec 18 15:12:26 GMT 2023","Mon Dec 18 15:12:26 GMT 2023","410","","Demo API","","test post api","","test post api",""
"broken","Mon Dec 18 15:12:26 GMT 2023","Mon Dec 18 15:12:28 GMT 2023","2028","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Mon Dec 18 15:12:29 GMT 2023","Mon Dec 18 15:12:29 GMT 2023","274","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Dec 18 15:12:29 GMT 2023","Mon Dec 18 15:12:29 GMT 2023","272","","test google search","","search youtube in google","","search youtube in google",""
"broken","Mon Dec 18 15:12:30 GMT 2023","Mon Dec 18 15:12:30 GMT 2023","268","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Dec 18 15:12:30 GMT 2023","Mon Dec 18 15:12:31 GMT 2023","267","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Dec 18 15:12:29 GMT 2023","Mon Dec 18 15:12:29 GMT 2023","270","","test google search","","search facebook in google","","search facebook in google",""
"passed","Mon Dec 18 15:12:24 GMT 2023","Mon Dec 18 15:12:26 GMT 2023","1920","","Demo API","","test get api","","test get api",""
"broken","Mon Dec 18 15:12:28 GMT 2023","Mon Dec 18 15:12:29 GMT 2023","349","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
