"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 24 10:19:11 GMT 2022","Thu Nov 24 10:19:16 GMT 2022","5082","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Nov 24 10:19:30 GMT 2022","Thu Nov 24 10:19:34 GMT 2022","3887","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Nov 24 10:19:16 GMT 2022","Thu Nov 24 10:19:21 GMT 2022","5379","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Nov 24 10:18:58 GMT 2022","Thu Nov 24 10:19:06 GMT 2022","7909","","test google search","","search youtube in google","","search youtube in google",""
"passed","Thu Nov 24 10:18:56 GMT 2022","Thu Nov 24 10:18:58 GMT 2022","1767","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Thu Nov 24 10:19:34 GMT 2022","Thu Nov 24 10:19:39 GMT 2022","4755","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Nov 24 10:18:19 GMT 2022","Thu Nov 24 10:18:56 GMT 2022","36805","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Thu Nov 24 10:18:16 GMT 2022","Thu Nov 24 10:18:19 GMT 2022","2530","","Demo API","","API get method","","API get method",""
"passed","Thu Nov 24 10:19:21 GMT 2022","Thu Nov 24 10:19:25 GMT 2022","4117","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Nov 24 10:19:25 GMT 2022","Thu Nov 24 10:19:30 GMT 2022","4737","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Nov 24 10:19:06 GMT 2022","Thu Nov 24 10:19:11 GMT 2022","4993","","test google search","","search facebook in google","","search facebook in google",""
