"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 08:16:33 GMT 2024","Tue May 14 08:16:34 GMT 2024","445","","Demo API","","test post api","","test post api",""
"broken","Tue May 14 08:16:41 GMT 2024","Tue May 14 08:16:42 GMT 2024","271","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue May 14 08:16:41 GMT 2024","Tue May 14 08:16:41 GMT 2024","400","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Tue May 14 08:16:31 GMT 2024","Tue May 14 08:16:33 GMT 2024","1871","","Demo API","","test get api","","test get api",""
"broken","Tue May 14 08:16:42 GMT 2024","Tue May 14 08:16:43 GMT 2024","215","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue May 14 08:16:43 GMT 2024","Tue May 14 08:16:43 GMT 2024","267","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue May 14 08:16:42 GMT 2024","Tue May 14 08:16:42 GMT 2024","220","","test google search","","search facebook in google","","search facebook in google",""
"broken","Tue May 14 08:16:34 GMT 2024","Tue May 14 08:16:41 GMT 2024","7453","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Tue May 14 08:16:42 GMT 2024","Tue May 14 08:16:42 GMT 2024","217","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue May 14 08:16:43 GMT 2024","Tue May 14 08:16:43 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue May 14 08:16:42 GMT 2024","Tue May 14 08:16:42 GMT 2024","271","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue May 14 08:16:43 GMT 2024","Tue May 14 08:16:43 GMT 2024","266","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
