"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","297","test post api","","2026-06-01","failed","2026-06-01","","Demo API","test post api",""
"","27485","Radio ""Yes"" Button","","2026-06-01","broken","2026-06-01","","Demo QA site","Radio ""Yes"" Button",""
"","318","search ""fsoft"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""fsoft"" in google",""
"","395","search ""CMC"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""CMC"" in google",""
"","420","search ""fsoft"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""fsoft"" in google",""
"","547","Radio ""Impressive"" Button","","2026-06-01","broken","2026-06-01","","Demo QA site","Radio ""Impressive"" Button",""
"","1779","test get api","","2026-06-01","passed","2026-06-01","","Demo API","test get api",""
"","316","search ""review cong ty"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""review cong ty"" in google",""
"","377","search facebook in google","","2026-06-01","broken","2026-06-01","","test google search","search facebook in google",""
"","318","search ""review cong ty"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""review cong ty"" in google",""
"","319","search ""CMC"" in google","","2026-06-01","broken","2026-06-01","","test google search outline","search ""CMC"" in google",""
"","430","search youtube in google","","2026-06-01","broken","2026-06-01","","test google search","search youtube in google",""
