"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Sep 25 15:12:13 GMT 2023","Mon Sep 25 15:12:13 GMT 2023","387","","test google search","","search facebook in google","","search facebook in google",""
"broken","Mon Sep 25 15:12:13 GMT 2023","Mon Sep 25 15:12:14 GMT 2023","379","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Mon Sep 25 15:12:05 GMT 2023","Mon Sep 25 15:12:08 GMT 2023","3018","","Demo API","","test get api","","test get api",""
"broken","Mon Sep 25 15:12:08 GMT 2023","Mon Sep 25 15:12:12 GMT 2023","3413","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Mon Sep 25 15:12:14 GMT 2023","Mon Sep 25 15:12:14 GMT 2023","386","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Sep 25 15:12:14 GMT 2023","Mon Sep 25 15:12:14 GMT 2023","323","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Sep 25 15:12:14 GMT 2023","Mon Sep 25 15:12:15 GMT 2023","379","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Sep 25 15:12:12 GMT 2023","Mon Sep 25 15:12:12 GMT 2023","558","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Mon Sep 25 15:12:13 GMT 2023","Mon Sep 25 15:12:13 GMT 2023","314","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Sep 25 15:12:12 GMT 2023","Mon Sep 25 15:12:13 GMT 2023","360","","test google search","","search youtube in google","","search youtube in google",""
"broken","Mon Sep 25 15:12:15 GMT 2023","Mon Sep 25 15:12:15 GMT 2023","334","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Mon Sep 25 15:12:08 GMT 2023","Mon Sep 25 15:12:08 GMT 2023","440","","Demo API","","test post api","","test post api",""
