"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 11 08:16:19 GMT 2023","Tue Jul 11 08:16:19 GMT 2023","217","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Jul 11 08:16:19 GMT 2023","Tue Jul 11 08:16:19 GMT 2023","227","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Jul 11 08:16:10 GMT 2023","Tue Jul 11 08:16:17 GMT 2023","7711","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Tue Jul 11 08:16:19 GMT 2023","Tue Jul 11 08:16:19 GMT 2023","215","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Jul 11 08:16:18 GMT 2023","Tue Jul 11 08:16:18 GMT 2023","282","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Jul 11 08:16:18 GMT 2023","Tue Jul 11 08:16:18 GMT 2023","257","","test google search","","search facebook in google","","search facebook in google",""
"passed","Tue Jul 11 08:16:07 GMT 2023","Tue Jul 11 08:16:09 GMT 2023","2286","","Demo API","","test get api","","test get api",""
"broken","Tue Jul 11 08:16:18 GMT 2023","Tue Jul 11 08:16:19 GMT 2023","254","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Jul 11 08:16:18 GMT 2023","Tue Jul 11 08:16:18 GMT 2023","246","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Tue Jul 11 08:16:09 GMT 2023","Tue Jul 11 08:16:10 GMT 2023","390","","Demo API","","test post api","","test post api",""
"broken","Tue Jul 11 08:16:17 GMT 2023","Tue Jul 11 08:16:18 GMT 2023","336","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Jul 11 08:16:19 GMT 2023","Tue Jul 11 08:16:20 GMT 2023","209","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
