"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 14 15:13:07 GMT 2024","Wed Aug 14 15:13:07 GMT 2024","283","","Demo API","","test post api","","test post api",""
"broken","Wed Aug 14 15:13:10 GMT 2024","Wed Aug 14 15:13:10 GMT 2024","266","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Aug 14 15:13:10 GMT 2024","Wed Aug 14 15:13:10 GMT 2024","267","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Aug 14 15:13:09 GMT 2024","Wed Aug 14 15:13:09 GMT 2024","273","","test google search","","search youtube in google","","search youtube in google",""
"broken","Wed Aug 14 15:13:09 GMT 2024","Wed Aug 14 15:13:09 GMT 2024","340","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Wed Aug 14 15:13:11 GMT 2024","Wed Aug 14 15:13:11 GMT 2024","216","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Aug 14 15:13:11 GMT 2024","Wed Aug 14 15:13:11 GMT 2024","224","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Aug 14 15:13:10 GMT 2024","Wed Aug 14 15:13:11 GMT 2024","265","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Wed Aug 14 15:13:05 GMT 2024","Wed Aug 14 15:13:07 GMT 2024","1690","","Demo API","","test get api","","test get api",""
"broken","Wed Aug 14 15:13:09 GMT 2024","Wed Aug 14 15:13:10 GMT 2024","269","","test google search","","search facebook in google","","search facebook in google",""
"broken","Wed Aug 14 15:13:07 GMT 2024","Wed Aug 14 15:13:09 GMT 2024","1805","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed Aug 14 15:13:10 GMT 2024","Wed Aug 14 15:13:10 GMT 2024","273","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
