"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 08 08:16:40 GMT 2024","Thu Aug 08 08:16:40 GMT 2024","267","","test google search","","search facebook in google","","search facebook in google",""
"broken","Thu Aug 08 08:16:39 GMT 2024","Thu Aug 08 08:16:40 GMT 2024","358","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Thu Aug 08 08:16:42 GMT 2024","Thu Aug 08 08:16:42 GMT 2024","264","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Thu Aug 08 08:16:40 GMT 2024","Thu Aug 08 08:16:40 GMT 2024","223","","test google search","","search youtube in google","","search youtube in google",""
"broken","Thu Aug 08 08:16:41 GMT 2024","Thu Aug 08 08:16:42 GMT 2024","215","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Aug 08 08:16:30 GMT 2024","Thu Aug 08 08:16:32 GMT 2024","2001","","Demo API","","test get api","","test get api",""
"broken","Thu Aug 08 08:16:32 GMT 2024","Thu Aug 08 08:16:39 GMT 2024","7287","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Thu Aug 08 08:16:41 GMT 2024","Thu Aug 08 08:16:41 GMT 2024","268","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Thu Aug 08 08:16:41 GMT 2024","Thu Aug 08 08:16:41 GMT 2024","220","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Thu Aug 08 08:16:40 GMT 2024","Thu Aug 08 08:16:41 GMT 2024","272","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Thu Aug 08 08:16:41 GMT 2024","Thu Aug 08 08:16:41 GMT 2024","266","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Aug 08 08:16:32 GMT 2024","Thu Aug 08 08:16:32 GMT 2024","412","","Demo API","","test post api","","test post api",""
