"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","395","Radio ""Impressive"" Button","","Thu Jan 09 15:15:03 GMT 2025","broken","Thu Jan 09 15:15:03 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","271","search ""CMC"" in google","","Thu Jan 09 15:15:04 GMT 2025","broken","Thu Jan 09 15:15:04 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","321","search facebook in google","","Thu Jan 09 15:15:04 GMT 2025","broken","Thu Jan 09 15:15:04 GMT 2025","","test google search","search facebook in google",""
"","265","search ""CMC"" in google","","Thu Jan 09 15:15:05 GMT 2025","broken","Thu Jan 09 15:15:05 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","2038","test get api","","Thu Jan 09 15:14:58 GMT 2025","passed","Thu Jan 09 15:15:00 GMT 2025","","Demo API","test get api",""
"","2356","Radio ""Yes"" Button","","Thu Jan 09 15:15:01 GMT 2025","broken","Thu Jan 09 15:15:03 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","319","search ""fsoft"" in google","","Thu Jan 09 15:15:05 GMT 2025","broken","Thu Jan 09 15:15:05 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","269","search ""fsoft"" in google","","Thu Jan 09 15:15:04 GMT 2025","broken","Thu Jan 09 15:15:04 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","273","search youtube in google","","Thu Jan 09 15:15:03 GMT 2025","broken","Thu Jan 09 15:15:04 GMT 2025","","test google search","search youtube in google",""
"","269","search ""review cong ty"" in google","","Thu Jan 09 15:15:05 GMT 2025","broken","Thu Jan 09 15:15:05 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","470","test post api","","Thu Jan 09 15:15:00 GMT 2025","passed","Thu Jan 09 15:15:01 GMT 2025","","Demo API","test post api",""
"","269","search ""review cong ty"" in google","","Thu Jan 09 15:15:05 GMT 2025","broken","Thu Jan 09 15:15:06 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
