"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 08 08:18:56 GMT 2024","Tue Oct 08 08:18:56 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Oct 08 08:18:54 GMT 2024","Tue Oct 08 08:18:54 GMT 2024","321","","test google search","","search youtube in google","","search youtube in google",""
"passed","Tue Oct 08 08:18:49 GMT 2024","Tue Oct 08 08:18:51 GMT 2024","1767","","Demo API","","test get api","","test get api",""
"broken","Tue Oct 08 08:18:55 GMT 2024","Tue Oct 08 08:18:56 GMT 2024","267","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Oct 08 08:18:55 GMT 2024","Tue Oct 08 08:18:55 GMT 2024","323","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Oct 08 08:18:54 GMT 2024","Tue Oct 08 08:18:55 GMT 2024","319","","test google search","","search facebook in google","","search facebook in google",""
"broken","Tue Oct 08 08:18:56 GMT 2024","Tue Oct 08 08:18:56 GMT 2024","314","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Tue Oct 08 08:18:51 GMT 2024","Tue Oct 08 08:18:52 GMT 2024","277","","Demo API","","test post api","","test post api",""
"broken","Tue Oct 08 08:18:52 GMT 2024","Tue Oct 08 08:18:54 GMT 2024","2053","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Tue Oct 08 08:18:54 GMT 2024","Tue Oct 08 08:18:54 GMT 2024","391","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Oct 08 08:18:56 GMT 2024","Tue Oct 08 08:18:56 GMT 2024","317","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Oct 08 08:18:55 GMT 2024","Tue Oct 08 08:18:55 GMT 2024","266","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
