"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","620","search facebook in google","","2026-08-11","broken","2026-08-11","","test google search","search facebook in google",""
"","1398","test get api","","2026-08-11","passed","2026-08-11","","Demo API","test get api",""
"","465","search ""CMC"" in google","","2026-08-11","broken","2026-08-11","","test google search outline","search ""CMC"" in google",""
"","615","Radio ""Impressive"" Button","","2026-08-11","broken","2026-08-11","","Demo QA site","Radio ""Impressive"" Button",""
"","465","search ""review cong ty"" in google","","2026-08-11","broken","2026-08-11","","test google search outline","search ""review cong ty"" in google",""
"","8879","Radio ""Yes"" Button","","2026-08-11","broken","2026-08-11","","Demo QA site","Radio ""Yes"" Button",""
"","461","search ""CMC"" in google","","2026-08-11","broken","2026-08-11","","test google search outline","search ""CMC"" in google",""
"","314","search ""fsoft"" in google","","2026-08-11","broken","2026-08-11","","test google search outline","search ""fsoft"" in google",""
"","520","search youtube in google","","2026-08-11","broken","2026-08-11","","test google search","search youtube in google",""
"","413","search ""review cong ty"" in google","","2026-08-11","broken","2026-08-11","","test google search outline","search ""review cong ty"" in google",""
"","413","search ""fsoft"" in google","","2026-08-11","broken","2026-08-11","","test google search outline","search ""fsoft"" in google",""
"","231","test post api","","2026-08-11","failed","2026-08-11","","Demo API","test post api",""
