"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 24 08:14:10 GMT 2023","Wed May 24 08:14:13 GMT 2023","2600","","Demo API","","test get api","","test get api",""
"broken","Wed May 24 08:14:24 GMT 2023","Wed May 24 08:14:25 GMT 2023","259","","test google search","","search youtube in google","","search youtube in google",""
"broken","Wed May 24 08:14:26 GMT 2023","Wed May 24 08:14:26 GMT 2023","250","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed May 24 08:14:25 GMT 2023","Wed May 24 08:14:25 GMT 2023","277","","test google search","","search facebook in google","","search facebook in google",""
"broken","Wed May 24 08:14:25 GMT 2023","Wed May 24 08:14:26 GMT 2023","254","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Wed May 24 08:14:13 GMT 2023","Wed May 24 08:14:14 GMT 2023","416","","Demo API","","test post api","","test post api",""
"broken","Wed May 24 08:14:14 GMT 2023","Wed May 24 08:14:24 GMT 2023","10211","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed May 24 08:14:24 GMT 2023","Wed May 24 08:14:24 GMT 2023","418","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Wed May 24 08:14:25 GMT 2023","Wed May 24 08:14:25 GMT 2023","270","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed May 24 08:14:26 GMT 2023","Wed May 24 08:14:26 GMT 2023","253","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed May 24 08:14:26 GMT 2023","Wed May 24 08:14:27 GMT 2023","260","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed May 24 08:14:25 GMT 2023","Wed May 24 08:14:25 GMT 2023","330","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
