"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 19 08:15:18 GMT 2024","Fri Jan 19 08:15:19 GMT 2024","280","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Fri Jan 19 08:15:06 GMT 2024","Fri Jan 19 08:15:08 GMT 2024","1768","","Demo API","","test get api","","test get api",""
"passed","Fri Jan 19 08:15:08 GMT 2024","Fri Jan 19 08:15:08 GMT 2024","264","","Demo API","","test post api","","test post api",""
"broken","Fri Jan 19 08:15:19 GMT 2024","Fri Jan 19 08:15:19 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jan 19 08:15:18 GMT 2024","Fri Jan 19 08:15:18 GMT 2024","270","","test google search","","search youtube in google","","search youtube in google",""
"broken","Fri Jan 19 08:15:19 GMT 2024","Fri Jan 19 08:15:19 GMT 2024","216","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jan 19 08:15:17 GMT 2024","Fri Jan 19 08:15:18 GMT 2024","363","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Jan 19 08:15:18 GMT 2024","Fri Jan 19 08:15:18 GMT 2024","268","","test google search","","search facebook in google","","search facebook in google",""
"broken","Fri Jan 19 08:15:19 GMT 2024","Fri Jan 19 08:15:19 GMT 2024","221","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Jan 19 08:15:19 GMT 2024","Fri Jan 19 08:15:20 GMT 2024","266","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Jan 19 08:15:08 GMT 2024","Fri Jan 19 08:15:17 GMT 2024","9276","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Jan 19 08:15:20 GMT 2024","Fri Jan 19 08:15:20 GMT 2024","264","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
