"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","317","search ""fsoft"" in google","","Thu Jan 16 15:14:30 GMT 2025","broken","Thu Jan 16 15:14:30 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","317","search ""review cong ty"" in google","","Thu Jan 16 15:14:31 GMT 2025","broken","Thu Jan 16 15:14:31 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","474","search youtube in google","","Thu Jan 16 15:14:29 GMT 2025","broken","Thu Jan 16 15:14:29 GMT 2025","","test google search","search youtube in google",""
"","282","test post api","","Thu Jan 16 15:14:16 GMT 2025","passed","Thu Jan 16 15:14:16 GMT 2025","","Demo API","test post api",""
"","318","search facebook in google","","Thu Jan 16 15:14:29 GMT 2025","broken","Thu Jan 16 15:14:29 GMT 2025","","test google search","search facebook in google",""
"","324","search ""CMC"" in google","","Thu Jan 16 15:14:29 GMT 2025","broken","Thu Jan 16 15:14:30 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","319","search ""fsoft"" in google","","Thu Jan 16 15:14:31 GMT 2025","broken","Thu Jan 16 15:14:31 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","321","search ""CMC"" in google","","Thu Jan 16 15:14:30 GMT 2025","broken","Thu Jan 16 15:14:31 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","1833","test get api","","Thu Jan 16 15:14:14 GMT 2025","passed","Thu Jan 16 15:14:16 GMT 2025","","Demo API","test get api",""
"","550","Radio ""Impressive"" Button","","Thu Jan 16 15:14:28 GMT 2025","broken","Thu Jan 16 15:14:29 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","318","search ""review cong ty"" in google","","Thu Jan 16 15:14:30 GMT 2025","broken","Thu Jan 16 15:14:30 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","11934","Radio ""Yes"" Button","","Thu Jan 16 15:14:16 GMT 2025","broken","Thu Jan 16 15:14:28 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
