"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","458","Radio ""Impressive"" Button","","Tue Nov 12 08:18:16 GMT 2024","broken","Tue Nov 12 08:18:17 GMT 2024","","Demo QA site","Radio ""Impressive"" Button",""
"","367","search ""fsoft"" in google","","Tue Nov 12 08:18:19 GMT 2024","broken","Tue Nov 12 08:18:19 GMT 2024","","test google search outline","search ""fsoft"" in google",""
"","318","search ""fsoft"" in google","","Tue Nov 12 08:18:18 GMT 2024","broken","Tue Nov 12 08:18:18 GMT 2024","","test google search outline","search ""fsoft"" in google",""
"","281","test post api","","Tue Nov 12 08:18:14 GMT 2024","passed","Tue Nov 12 08:18:14 GMT 2024","","Demo API","test post api",""
"","327","search facebook in google","","Tue Nov 12 08:18:17 GMT 2024","broken","Tue Nov 12 08:18:18 GMT 2024","","test google search","search facebook in google",""
"","369","search ""CMC"" in google","","Tue Nov 12 08:18:19 GMT 2024","broken","Tue Nov 12 08:18:19 GMT 2024","","test google search outline","search ""CMC"" in google",""
"","1936","test get api","","Tue Nov 12 08:18:12 GMT 2024","passed","Tue Nov 12 08:18:14 GMT 2024","","Demo API","test get api",""
"","2389","Radio ""Yes"" Button","","Tue Nov 12 08:18:14 GMT 2024","broken","Tue Nov 12 08:18:16 GMT 2024","","Demo QA site","Radio ""Yes"" Button",""
"","375","search youtube in google","","Tue Nov 12 08:18:17 GMT 2024","broken","Tue Nov 12 08:18:17 GMT 2024","","test google search","search youtube in google",""
"","323","search ""CMC"" in google","","Tue Nov 12 08:18:18 GMT 2024","broken","Tue Nov 12 08:18:18 GMT 2024","","test google search outline","search ""CMC"" in google",""
"","318","search ""review cong ty"" in google","","Tue Nov 12 08:18:19 GMT 2024","broken","Tue Nov 12 08:18:20 GMT 2024","","test google search outline","search ""review cong ty"" in google",""
"","371","search ""review cong ty"" in google","","Tue Nov 12 08:18:18 GMT 2024","broken","Tue Nov 12 08:18:19 GMT 2024","","test google search outline","search ""review cong ty"" in google",""
