"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","316","search ""fsoft"" in google","","Tue Nov 12 15:15:17 GMT 2024","broken","Tue Nov 12 15:15:18 GMT 2024","","test google search outline","search ""fsoft"" in google",""
"","332","search ""review cong ty"" in google","","Tue Nov 12 15:15:18 GMT 2024","broken","Tue Nov 12 15:15:18 GMT 2024","","test google search outline","search ""review cong ty"" in google",""
"","317","search ""CMC"" in google","","Tue Nov 12 15:15:17 GMT 2024","broken","Tue Nov 12 15:15:17 GMT 2024","","test google search outline","search ""CMC"" in google",""
"","2043","test get api","","Tue Nov 12 15:15:10 GMT 2024","passed","Tue Nov 12 15:15:12 GMT 2024","","Demo API","test get api",""
"","341","search ""fsoft"" in google","","Tue Nov 12 15:15:16 GMT 2024","broken","Tue Nov 12 15:15:17 GMT 2024","","test google search outline","search ""fsoft"" in google",""
"","321","search facebook in google","","Tue Nov 12 15:15:16 GMT 2024","broken","Tue Nov 12 15:15:16 GMT 2024","","test google search","search facebook in google",""
"","323","search youtube in google","","Tue Nov 12 15:15:15 GMT 2024","broken","Tue Nov 12 15:15:16 GMT 2024","","test google search","search youtube in google",""
"","467","test post api","","Tue Nov 12 15:15:12 GMT 2024","passed","Tue Nov 12 15:15:13 GMT 2024","","Demo API","test post api",""
"","322","search ""CMC"" in google","","Tue Nov 12 15:15:16 GMT 2024","broken","Tue Nov 12 15:15:16 GMT 2024","","test google search outline","search ""CMC"" in google",""
"","401","Radio ""Impressive"" Button","","Tue Nov 12 15:15:15 GMT 2024","broken","Tue Nov 12 15:15:15 GMT 2024","","Demo QA site","Radio ""Impressive"" Button",""
"","317","search ""review cong ty"" in google","","Tue Nov 12 15:15:17 GMT 2024","broken","Tue Nov 12 15:15:17 GMT 2024","","test google search outline","search ""review cong ty"" in google",""
"","2197","Radio ""Yes"" Button","","Tue Nov 12 15:15:13 GMT 2024","broken","Tue Nov 12 15:15:15 GMT 2024","","Demo QA site","Radio ""Yes"" Button",""
