"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 03 08:17:41 GMT 2024","Tue Sep 03 08:17:41 GMT 2024","370","","test google search","","search facebook in google","","search facebook in google",""
"broken","Tue Sep 03 08:17:43 GMT 2024","Tue Sep 03 08:17:43 GMT 2024","319","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Tue Sep 03 08:17:19 GMT 2024","Tue Sep 03 08:17:20 GMT 2024","385","","Demo API","","test post api","","test post api",""
"broken","Tue Sep 03 08:17:40 GMT 2024","Tue Sep 03 08:17:40 GMT 2024","495","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Sep 03 08:17:43 GMT 2024","Tue Sep 03 08:17:43 GMT 2024","315","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Sep 03 08:17:42 GMT 2024","Tue Sep 03 08:17:43 GMT 2024","317","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Tue Sep 03 08:17:17 GMT 2024","Tue Sep 03 08:17:19 GMT 2024","2037","","Demo API","","test get api","","test get api",""
"broken","Tue Sep 03 08:17:40 GMT 2024","Tue Sep 03 08:17:41 GMT 2024","404","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Sep 03 08:17:41 GMT 2024","Tue Sep 03 08:17:42 GMT 2024","523","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Sep 03 08:17:42 GMT 2024","Tue Sep 03 08:17:42 GMT 2024","315","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Sep 03 08:17:20 GMT 2024","Tue Sep 03 08:17:40 GMT 2024","20101","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Tue Sep 03 08:17:42 GMT 2024","Tue Sep 03 08:17:42 GMT 2024","318","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
