"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 10 08:14:22 GMT 2023","Mon Apr 10 08:14:24 GMT 2023","2024","","Demo API","","test get api","","test get api",""
"broken","Mon Apr 10 08:14:56 GMT 2023","Mon Apr 10 08:14:56 GMT 2023","399","","test google search","","search youtube in google","","search youtube in google",""
"broken","Mon Apr 10 08:14:25 GMT 2023","Mon Apr 10 08:14:56 GMT 2023","30806","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Mon Apr 10 08:14:57 GMT 2023","Mon Apr 10 08:14:57 GMT 2023","212","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Apr 10 08:14:56 GMT 2023","Mon Apr 10 08:14:56 GMT 2023","298","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Mon Apr 10 08:14:57 GMT 2023","Mon Apr 10 08:14:57 GMT 2023","206","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Apr 10 08:14:58 GMT 2023","Mon Apr 10 08:14:58 GMT 2023","205","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Mon Apr 10 08:14:25 GMT 2023","Mon Apr 10 08:14:25 GMT 2023","316","","Demo API","","test post api","","test post api",""
"broken","Mon Apr 10 08:14:57 GMT 2023","Mon Apr 10 08:14:58 GMT 2023","216","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Apr 10 08:14:56 GMT 2023","Mon Apr 10 08:14:57 GMT 2023","384","","test google search","","search facebook in google","","search facebook in google",""
"broken","Mon Apr 10 08:14:57 GMT 2023","Mon Apr 10 08:14:57 GMT 2023","217","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Apr 10 08:14:58 GMT 2023","Mon Apr 10 08:14:58 GMT 2023","271","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
