"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 09 08:13:50 GMT 2023","Fri Jun 09 08:13:50 GMT 2023","207","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jun 09 08:13:48 GMT 2023","Fri Jun 09 08:13:49 GMT 2023","220","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jun 09 08:13:48 GMT 2023","Fri Jun 09 08:13:48 GMT 2023","248","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri Jun 09 08:13:43 GMT 2023","Fri Jun 09 08:13:45 GMT 2023","2145","","Demo API","","test get api","","test get api",""
"broken","Fri Jun 09 08:13:49 GMT 2023","Fri Jun 09 08:13:50 GMT 2023","218","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Jun 09 08:13:49 GMT 2023","Fri Jun 09 08:13:49 GMT 2023","225","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jun 09 08:13:48 GMT 2023","Fri Jun 09 08:13:48 GMT 2023","340","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Jun 09 08:13:45 GMT 2023","Fri Jun 09 08:13:47 GMT 2023","2063","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Jun 09 08:13:49 GMT 2023","Fri Jun 09 08:13:49 GMT 2023","203","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jun 09 08:13:49 GMT 2023","Fri Jun 09 08:13:49 GMT 2023","209","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Jun 09 08:13:48 GMT 2023","Fri Jun 09 08:13:48 GMT 2023","232","","test google search","","search youtube in google","","search youtube in google",""
"passed","Fri Jun 09 08:13:45 GMT 2023","Fri Jun 09 08:13:45 GMT 2023","289","","Demo API","","test post api","","test post api",""
