"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 13 15:12:12 GMT 2023","Wed Dec 13 15:12:12 GMT 2023","264","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Dec 13 15:12:11 GMT 2023","Wed Dec 13 15:12:11 GMT 2023","267","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Dec 13 15:12:11 GMT 2023","Wed Dec 13 15:12:12 GMT 2023","222","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Dec 13 15:12:11 GMT 2023","Wed Dec 13 15:12:11 GMT 2023","265","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Dec 13 15:12:12 GMT 2023","Wed Dec 13 15:12:12 GMT 2023","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Dec 13 15:12:10 GMT 2023","Wed Dec 13 15:12:10 GMT 2023","345","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Wed Dec 13 15:12:08 GMT 2023","Wed Dec 13 15:12:08 GMT 2023","312","","Demo API","","test post api","","test post api",""
"broken","Wed Dec 13 15:12:10 GMT 2023","Wed Dec 13 15:12:11 GMT 2023","230","","test google search","","search youtube in google","","search youtube in google",""
"broken","Wed Dec 13 15:12:12 GMT 2023","Wed Dec 13 15:12:12 GMT 2023","265","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Dec 13 15:12:08 GMT 2023","Wed Dec 13 15:12:10 GMT 2023","1921","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed Dec 13 15:12:11 GMT 2023","Wed Dec 13 15:12:11 GMT 2023","268","","test google search","","search facebook in google","","search facebook in google",""
"passed","Wed Dec 13 15:12:06 GMT 2023","Wed Dec 13 15:12:08 GMT 2023","1826","","Demo API","","test get api","","test get api",""
