"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","319","search ""review cong ty"" in google","","Mon Feb 24 08:19:24 GMT 2025","broken","Mon Feb 24 08:19:24 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","318","search ""fsoft"" in google","","Mon Feb 24 08:19:23 GMT 2025","broken","Mon Feb 24 08:19:24 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","326","search youtube in google","","Mon Feb 24 08:19:22 GMT 2025","broken","Mon Feb 24 08:19:23 GMT 2025","","test google search","search youtube in google",""
"","316","search ""CMC"" in google","","Mon Feb 24 08:19:24 GMT 2025","broken","Mon Feb 24 08:19:24 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","249","test post api","","Mon Feb 24 08:19:19 GMT 2025","passed","Mon Feb 24 08:19:20 GMT 2025","","Demo API","test post api",""
"","319","search ""CMC"" in google","","Mon Feb 24 08:19:23 GMT 2025","broken","Mon Feb 24 08:19:23 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","316","search ""review cong ty"" in google","","Mon Feb 24 08:19:25 GMT 2025","broken","Mon Feb 24 08:19:25 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","470","Radio ""Impressive"" Button","","Mon Feb 24 08:19:22 GMT 2025","broken","Mon Feb 24 08:19:22 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","1667","test get api","","Mon Feb 24 08:19:18 GMT 2025","passed","Mon Feb 24 08:19:19 GMT 2025","","Demo API","test get api",""
"","2227","Radio ""Yes"" Button","","Mon Feb 24 08:19:20 GMT 2025","broken","Mon Feb 24 08:19:22 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","317","search facebook in google","","Mon Feb 24 08:19:23 GMT 2025","broken","Mon Feb 24 08:19:23 GMT 2025","","test google search","search facebook in google",""
"","315","search ""fsoft"" in google","","Mon Feb 24 08:19:24 GMT 2025","broken","Mon Feb 24 08:19:25 GMT 2025","","test google search outline","search ""fsoft"" in google",""
