"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 11 15:11:00 GMT 2023","Wed Oct 11 15:11:00 GMT 2023","321","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Oct 11 15:10:58 GMT 2023","Wed Oct 11 15:10:58 GMT 2023","306","","test google search","","search facebook in google","","search facebook in google",""
"broken","Wed Oct 11 15:10:59 GMT 2023","Wed Oct 11 15:10:59 GMT 2023","324","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Oct 11 15:10:58 GMT 2023","Wed Oct 11 15:10:59 GMT 2023","326","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Oct 11 15:10:46 GMT 2023","Wed Oct 11 15:10:57 GMT 2023","10734","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed Oct 11 15:10:57 GMT 2023","Wed Oct 11 15:10:57 GMT 2023","434","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Wed Oct 11 15:10:43 GMT 2023","Wed Oct 11 15:10:45 GMT 2023","2563","","Demo API","","test get api","","test get api",""
"broken","Wed Oct 11 15:10:59 GMT 2023","Wed Oct 11 15:10:59 GMT 2023","328","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Oct 11 15:10:57 GMT 2023","Wed Oct 11 15:10:57 GMT 2023","340","","test google search","","search youtube in google","","search youtube in google",""
"passed","Wed Oct 11 15:10:46 GMT 2023","Wed Oct 11 15:10:46 GMT 2023","378","","Demo API","","test post api","","test post api",""
"broken","Wed Oct 11 15:10:58 GMT 2023","Wed Oct 11 15:10:58 GMT 2023","377","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Oct 11 15:10:59 GMT 2023","Wed Oct 11 15:11:00 GMT 2023","320","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
