"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 18 15:12:05 GMT 2023","Wed Oct 18 15:12:06 GMT 2023","438","","Demo API","","test post api","","test post api",""
"passed","Wed Oct 18 15:12:03 GMT 2023","Wed Oct 18 15:12:05 GMT 2023","2325","","Demo API","","test get api","","test get api",""
"broken","Wed Oct 18 15:12:10 GMT 2023","Wed Oct 18 15:12:11 GMT 2023","270","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Oct 18 15:12:09 GMT 2023","Wed Oct 18 15:12:09 GMT 2023","279","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Oct 18 15:12:11 GMT 2023","Wed Oct 18 15:12:11 GMT 2023","269","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Oct 18 15:12:06 GMT 2023","Wed Oct 18 15:12:08 GMT 2023","2446","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed Oct 18 15:12:09 GMT 2023","Wed Oct 18 15:12:09 GMT 2023","283","","test google search","","search facebook in google","","search facebook in google",""
"broken","Wed Oct 18 15:12:10 GMT 2023","Wed Oct 18 15:12:10 GMT 2023","268","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Oct 18 15:12:08 GMT 2023","Wed Oct 18 15:12:08 GMT 2023","361","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Wed Oct 18 15:12:10 GMT 2023","Wed Oct 18 15:12:10 GMT 2023","269","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Oct 18 15:12:09 GMT 2023","Wed Oct 18 15:12:10 GMT 2023","331","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed Oct 18 15:12:08 GMT 2023","Wed Oct 18 15:12:09 GMT 2023","273","","test google search","","search youtube in google","","search youtube in google",""
