"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","401","Radio ""Impressive"" Button","","Tue Dec 09 15:20:41 UTC 2025","broken","Tue Dec 09 15:20:42 UTC 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","212","test post api","","Tue Dec 09 15:20:32 UTC 2025","failed","Tue Dec 09 15:20:32 UTC 2025","","Demo API","test post api",""
"","273","search ""fsoft"" in google","","Tue Dec 09 15:20:43 UTC 2025","broken","Tue Dec 09 15:20:43 UTC 2025","","test google search outline","search ""fsoft"" in google",""
"","266","search ""fsoft"" in google","","Tue Dec 09 15:20:44 UTC 2025","broken","Tue Dec 09 15:20:44 UTC 2025","","test google search outline","search ""fsoft"" in google",""
"","9248","Radio ""Yes"" Button","","Tue Dec 09 15:20:32 UTC 2025","broken","Tue Dec 09 15:20:41 UTC 2025","","Demo QA site","Radio ""Yes"" Button",""
"","272","search ""CMC"" in google","","Tue Dec 09 15:20:43 UTC 2025","broken","Tue Dec 09 15:20:43 UTC 2025","","test google search outline","search ""CMC"" in google",""
"","423","search facebook in google","","Tue Dec 09 15:20:42 UTC 2025","broken","Tue Dec 09 15:20:43 UTC 2025","","test google search","search facebook in google",""
"","822","search youtube in google","","Tue Dec 09 15:20:42 UTC 2025","broken","Tue Dec 09 15:20:42 UTC 2025","","test google search","search youtube in google",""
"","319","search ""CMC"" in google","","Tue Dec 09 15:20:44 UTC 2025","broken","Tue Dec 09 15:20:44 UTC 2025","","test google search outline","search ""CMC"" in google",""
"","270","search ""review cong ty"" in google","","Tue Dec 09 15:20:43 UTC 2025","broken","Tue Dec 09 15:20:44 UTC 2025","","test google search outline","search ""review cong ty"" in google",""
"","265","search ""review cong ty"" in google","","Tue Dec 09 15:20:44 UTC 2025","broken","Tue Dec 09 15:20:45 UTC 2025","","test google search outline","search ""review cong ty"" in google",""
"","1615","test get api","","Tue Dec 09 15:20:30 UTC 2025","passed","Tue Dec 09 15:20:32 UTC 2025","","Demo API","test get api",""
