"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 19 15:12:32 GMT 2023","Wed Jul 19 15:12:37 GMT 2023","5031","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Wed Jul 19 15:12:08 GMT 2023","Wed Jul 19 15:12:15 GMT 2023","7659","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Wed Jul 19 15:12:37 GMT 2023","Wed Jul 19 15:12:41 GMT 2023","4855","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Wed Jul 19 15:11:56 GMT 2023","Wed Jul 19 15:11:57 GMT 2023","1161","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Wed Jul 19 15:12:20 GMT 2023","Wed Jul 19 15:12:25 GMT 2023","5252","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Wed Jul 19 15:12:03 GMT 2023","Wed Jul 19 15:12:08 GMT 2023","4719","","test google search","","search facebook in google","","search facebook in google",""
"passed","Wed Jul 19 15:11:50 GMT 2023","Wed Jul 19 15:11:50 GMT 2023","376","","Demo API","","test post api","","test post api",""
"passed","Wed Jul 19 15:11:50 GMT 2023","Wed Jul 19 15:11:56 GMT 2023","5984","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Wed Jul 19 15:12:15 GMT 2023","Wed Jul 19 15:12:20 GMT 2023","4354","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Wed Jul 19 15:12:25 GMT 2023","Wed Jul 19 15:12:32 GMT 2023","6523","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Wed Jul 19 15:11:47 GMT 2023","Wed Jul 19 15:11:50 GMT 2023","2454","","Demo API","","test get api","","test get api",""
"passed","Wed Jul 19 15:11:57 GMT 2023","Wed Jul 19 15:12:03 GMT 2023","5662","","test google search","","search youtube in google","","search youtube in google",""
