"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Dec 26 15:11:07 GMT 2023","Tue Dec 26 15:11:07 GMT 2023","266","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Dec 26 15:11:05 GMT 2023","Tue Dec 26 15:11:06 GMT 2023","279","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Dec 26 15:11:06 GMT 2023","Tue Dec 26 15:11:07 GMT 2023","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Dec 26 15:10:59 GMT 2023","Tue Dec 26 15:11:05 GMT 2023","5763","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Tue Dec 26 15:10:59 GMT 2023","Tue Dec 26 15:10:59 GMT 2023","271","","Demo API","","test post api","","test post api",""
"broken","Tue Dec 26 15:11:07 GMT 2023","Tue Dec 26 15:11:08 GMT 2023","268","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Dec 26 15:11:05 GMT 2023","Tue Dec 26 15:11:05 GMT 2023","345","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Dec 26 15:11:06 GMT 2023","Tue Dec 26 15:11:06 GMT 2023","268","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Dec 26 15:11:06 GMT 2023","Tue Dec 26 15:11:06 GMT 2023","266","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Dec 26 15:11:06 GMT 2023","Tue Dec 26 15:11:06 GMT 2023","267","","test google search","","search facebook in google","","search facebook in google",""
"passed","Tue Dec 26 15:10:57 GMT 2023","Tue Dec 26 15:10:59 GMT 2023","1652","","Demo API","","test get api","","test get api",""
"broken","Tue Dec 26 15:11:07 GMT 2023","Tue Dec 26 15:11:07 GMT 2023","265","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
