"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11458","Radio ""Yes"" Button","","2026-07-28","broken","2026-07-28","","Demo QA site","Radio ""Yes"" Button",""
"","316","search ""fsoft"" in google","","2026-07-28","broken","2026-07-28","","test google search outline","search ""fsoft"" in google",""
"","325","search youtube in google","","2026-07-28","broken","2026-07-28","","test google search","search youtube in google",""
"","366","search ""review cong ty"" in google","","2026-07-28","broken","2026-07-28","","test google search outline","search ""review cong ty"" in google",""
"","321","search facebook in google","","2026-07-28","broken","2026-07-28","","test google search","search facebook in google",""
"","487","Radio ""Impressive"" Button","","2026-07-28","broken","2026-07-28","","Demo QA site","Radio ""Impressive"" Button",""
"","1953","test get api","","2026-07-28","passed","2026-07-28","","Demo API","test get api",""
"","315","search ""CMC"" in google","","2026-07-28","broken","2026-07-28","","test google search outline","search ""CMC"" in google",""
"","364","search ""review cong ty"" in google","","2026-07-28","broken","2026-07-28","","test google search outline","search ""review cong ty"" in google",""
"","251","test post api","","2026-07-28","failed","2026-07-28","","Demo API","test post api",""
"","319","search ""fsoft"" in google","","2026-07-28","broken","2026-07-28","","test google search outline","search ""fsoft"" in google",""
"","322","search ""CMC"" in google","","2026-07-28","broken","2026-07-28","","test google search outline","search ""CMC"" in google",""
