"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","402","Radio ""Impressive"" Button","","2026-07-02","broken","2026-07-02","","Demo QA site","Radio ""Impressive"" Button",""
"","317","search ""review cong ty"" in google","","2026-07-02","broken","2026-07-02","","test google search outline","search ""review cong ty"" in google",""
"","370","search ""CMC"" in google","","2026-07-02","broken","2026-07-02","","test google search outline","search ""CMC"" in google",""
"","318","search ""fsoft"" in google","","2026-07-02","broken","2026-07-02","","test google search outline","search ""fsoft"" in google",""
"","323","search facebook in google","","2026-07-02","broken","2026-07-02","","test google search","search facebook in google",""
"","1768","test get api","","2026-07-02","passed","2026-07-02","","Demo API","test get api",""
"","318","search ""fsoft"" in google","","2026-07-02","broken","2026-07-02","","test google search outline","search ""fsoft"" in google",""
"","324","search youtube in google","","2026-07-02","broken","2026-07-02","","test google search","search youtube in google",""
"","7690","Radio ""Yes"" Button","","2026-07-02","broken","2026-07-02","","Demo QA site","Radio ""Yes"" Button",""
"","315","search ""review cong ty"" in google","","2026-07-02","broken","2026-07-02","","test google search outline","search ""review cong ty"" in google",""
"","322","search ""CMC"" in google","","2026-07-02","broken","2026-07-02","","test google search outline","search ""CMC"" in google",""
"","181","test post api","","2026-07-02","failed","2026-07-02","","Demo API","test post api",""
