"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 06 08:13:55 GMT 2023","Tue Jun 06 08:13:55 GMT 2023","229","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Tue Jun 06 08:13:41 GMT 2023","Tue Jun 06 08:13:42 GMT 2023","276","","Demo API","","test post api","","test post api",""
"broken","Tue Jun 06 08:13:53 GMT 2023","Tue Jun 06 08:13:54 GMT 2023","371","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Jun 06 08:13:54 GMT 2023","Tue Jun 06 08:13:54 GMT 2023","255","","test google search","","search facebook in google","","search facebook in google",""
"broken","Tue Jun 06 08:13:54 GMT 2023","Tue Jun 06 08:13:54 GMT 2023","240","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Jun 06 08:13:55 GMT 2023","Tue Jun 06 08:13:55 GMT 2023","264","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Jun 06 08:13:54 GMT 2023","Tue Jun 06 08:13:54 GMT 2023","258","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Jun 06 08:13:55 GMT 2023","Tue Jun 06 08:13:55 GMT 2023","225","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Jun 06 08:13:55 GMT 2023","Tue Jun 06 08:13:56 GMT 2023","237","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Tue Jun 06 08:13:39 GMT 2023","Tue Jun 06 08:13:41 GMT 2023","2265","","Demo API","","test get api","","test get api",""
"broken","Tue Jun 06 08:13:54 GMT 2023","Tue Jun 06 08:13:55 GMT 2023","230","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Jun 06 08:13:42 GMT 2023","Tue Jun 06 08:13:53 GMT 2023","11434","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
