"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","319","search ""CMC"" in google","","Thu Mar 26 08:49:56 UTC 2026","broken","Thu Mar 26 08:49:57 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","110","test post api","","Thu Mar 26 08:49:49 UTC 2026","failed","Thu Mar 26 08:49:49 UTC 2026","","Demo API","test post api",""
"","317","search ""CMC"" in google","","Thu Mar 26 08:49:57 UTC 2026","broken","Thu Mar 26 08:49:58 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","315","search ""fsoft"" in google","","Thu Mar 26 08:49:57 UTC 2026","broken","Thu Mar 26 08:49:57 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","317","search facebook in google","","Thu Mar 26 08:49:56 UTC 2026","broken","Thu Mar 26 08:49:56 UTC 2026","","test google search","search facebook in google",""
"","315","search ""review cong ty"" in google","","Thu Mar 26 08:49:58 UTC 2026","broken","Thu Mar 26 08:49:58 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","552","Radio ""Impressive"" Button","","Thu Mar 26 08:49:55 UTC 2026","broken","Thu Mar 26 08:49:56 UTC 2026","","Demo QA site","Radio ""Impressive"" Button",""
"","315","search ""fsoft"" in google","","Thu Mar 26 08:49:58 UTC 2026","broken","Thu Mar 26 08:49:58 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","316","search ""review cong ty"" in google","","Thu Mar 26 08:49:57 UTC 2026","broken","Thu Mar 26 08:49:57 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","321","search youtube in google","","Thu Mar 26 08:49:56 UTC 2026","broken","Thu Mar 26 08:49:56 UTC 2026","","test google search","search youtube in google",""
"","6091","Radio ""Yes"" Button","","Thu Mar 26 08:49:49 UTC 2026","broken","Thu Mar 26 08:49:55 UTC 2026","","Demo QA site","Radio ""Yes"" Button",""
"","1870","test get api","","Thu Mar 26 08:49:47 UTC 2026","passed","Thu Mar 26 08:49:49 UTC 2026","","Demo API","test get api",""
