"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","368","search ""CMC"" in google","","2026-08-25","broken","2026-08-25","","test google search outline","search ""CMC"" in google",""
"","8779","Radio ""Yes"" Button","","2026-08-25","broken","2026-08-25","","Demo QA site","Radio ""Yes"" Button",""
"","297","test post api","","2026-08-25","passed","2026-08-25","","Demo API","test post api",""
"","370","search ""review cong ty"" in google","","2026-08-25","broken","2026-08-25","","test google search outline","search ""review cong ty"" in google",""
"","377","search ""fsoft"" in google","","2026-08-25","broken","2026-08-25","","test google search outline","search ""fsoft"" in google",""
"","592","Radio ""Impressive"" Button","","2026-08-25","broken","2026-08-25","","Demo QA site","Radio ""Impressive"" Button",""
"","374","search facebook in google","","2026-08-25","broken","2026-08-25","","test google search","search facebook in google",""
"","1690","test get api","","2026-08-25","passed","2026-08-25","","Demo API","test get api",""
"","366","search ""fsoft"" in google","","2026-08-25","broken","2026-08-25","","test google search outline","search ""fsoft"" in google",""
"","923","search youtube in google","","2026-08-25","broken","2026-08-25","","test google search","search youtube in google",""
"","419","search ""review cong ty"" in google","","2026-08-25","broken","2026-08-25","","test google search outline","search ""review cong ty"" in google",""
"","371","search ""CMC"" in google","","2026-08-25","broken","2026-08-25","","test google search outline","search ""CMC"" in google",""
