"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","317","search ""fsoft"" in google","","Wed Aug 20 15:17:18 UTC 2025","broken","Wed Aug 20 15:17:18 UTC 2025","","test google search outline","search ""fsoft"" in google",""
"","1762","test get api","","Wed Aug 20 15:17:07 UTC 2025","passed","Wed Aug 20 15:17:08 UTC 2025","","Demo API","test get api",""
"","398","Radio ""Impressive"" Button","","Wed Aug 20 15:17:16 UTC 2025","broken","Wed Aug 20 15:17:17 UTC 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","7339","Radio ""Yes"" Button","","Wed Aug 20 15:17:09 UTC 2025","broken","Wed Aug 20 15:17:16 UTC 2025","","Demo QA site","Radio ""Yes"" Button",""
"","323","search ""CMC"" in google","","Wed Aug 20 15:17:17 UTC 2025","broken","Wed Aug 20 15:17:18 UTC 2025","","test google search outline","search ""CMC"" in google",""
"","368","search facebook in google","","Wed Aug 20 15:17:17 UTC 2025","broken","Wed Aug 20 15:17:17 UTC 2025","","test google search","search facebook in google",""
"","378","test post api","","Wed Aug 20 15:17:08 UTC 2025","failed","Wed Aug 20 15:17:09 UTC 2025","","Demo API","test post api",""
"","267","search ""review cong ty"" in google","","Wed Aug 20 15:17:18 UTC 2025","broken","Wed Aug 20 15:17:18 UTC 2025","","test google search outline","search ""review cong ty"" in google",""
"","270","search ""CMC"" in google","","Wed Aug 20 15:17:18 UTC 2025","broken","Wed Aug 20 15:17:19 UTC 2025","","test google search outline","search ""CMC"" in google",""
"","315","search ""fsoft"" in google","","Wed Aug 20 15:17:19 UTC 2025","broken","Wed Aug 20 15:17:19 UTC 2025","","test google search outline","search ""fsoft"" in google",""
"","321","search youtube in google","","Wed Aug 20 15:17:17 UTC 2025","broken","Wed Aug 20 15:17:17 UTC 2025","","test google search","search youtube in google",""
"","264","search ""review cong ty"" in google","","Wed Aug 20 15:17:19 UTC 2025","broken","Wed Aug 20 15:17:19 UTC 2025","","test google search outline","search ""review cong ty"" in google",""
