"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1767","test get api","","2026-06-18","passed","2026-06-18","","Demo API","test get api",""
"","318","search ""fsoft"" in google","","2026-06-18","broken","2026-06-18","","test google search outline","search ""fsoft"" in google",""
"","319","search facebook in google","","2026-06-18","broken","2026-06-18","","test google search","search facebook in google",""
"","367","search ""review cong ty"" in google","","2026-06-18","broken","2026-06-18","","test google search outline","search ""review cong ty"" in google",""
"","370","search ""CMC"" in google","","2026-06-18","broken","2026-06-18","","test google search outline","search ""CMC"" in google",""
"","11662","Radio ""Yes"" Button","","2026-06-18","broken","2026-06-18","","Demo QA site","Radio ""Yes"" Button",""
"","315","search ""review cong ty"" in google","","2026-06-18","broken","2026-06-18","","test google search outline","search ""review cong ty"" in google",""
"","447","Radio ""Impressive"" Button","","2026-06-18","broken","2026-06-18","","Demo QA site","Radio ""Impressive"" Button",""
"","520","test post api","","2026-06-18","failed","2026-06-18","","Demo API","test post api",""
"","328","search youtube in google","","2026-06-18","broken","2026-06-18","","test google search","search youtube in google",""
"","319","search ""CMC"" in google","","2026-06-18","broken","2026-06-18","","test google search outline","search ""CMC"" in google",""
"","316","search ""fsoft"" in google","","2026-06-18","broken","2026-06-18","","test google search outline","search ""fsoft"" in google",""
