"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","316","search ""fsoft"" in google","","Wed Mar 05 15:16:30 GMT 2025","broken","Wed Mar 05 15:16:31 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","316","search ""review cong ty"" in google","","Wed Mar 05 15:16:31 GMT 2025","broken","Wed Mar 05 15:16:31 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","5972","Radio ""Yes"" Button","","Wed Mar 05 15:16:22 GMT 2025","broken","Wed Mar 05 15:16:28 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","373","search youtube in google","","Wed Mar 05 15:16:28 GMT 2025","broken","Wed Mar 05 15:16:29 GMT 2025","","test google search","search youtube in google",""
"","321","search ""CMC"" in google","","Wed Mar 05 15:16:29 GMT 2025","broken","Wed Mar 05 15:16:29 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","261","test post api","","Wed Mar 05 15:16:21 GMT 2025","passed","Wed Mar 05 15:16:22 GMT 2025","","Demo API","test post api",""
"","316","search ""CMC"" in google","","Wed Mar 05 15:16:30 GMT 2025","broken","Wed Mar 05 15:16:30 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","316","search ""review cong ty"" in google","","Wed Mar 05 15:16:30 GMT 2025","broken","Wed Mar 05 15:16:30 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","321","search facebook in google","","Wed Mar 05 15:16:29 GMT 2025","broken","Wed Mar 05 15:16:29 GMT 2025","","test google search","search facebook in google",""
"","449","Radio ""Impressive"" Button","","Wed Mar 05 15:16:28 GMT 2025","broken","Wed Mar 05 15:16:28 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","315","search ""fsoft"" in google","","Wed Mar 05 15:16:29 GMT 2025","broken","Wed Mar 05 15:16:30 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","1731","test get api","","Wed Mar 05 15:16:20 GMT 2025","passed","Wed Mar 05 15:16:21 GMT 2025","","Demo API","test get api",""
