"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 16 15:15:23 GMT 2024","Wed Oct 16 15:15:23 GMT 2024","321","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Oct 16 15:15:20 GMT 2024","Wed Oct 16 15:15:22 GMT 2024","2229","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed Oct 16 15:15:23 GMT 2024","Wed Oct 16 15:15:23 GMT 2024","371","","test google search","","search facebook in google","","search facebook in google",""
"broken","Wed Oct 16 15:15:25 GMT 2024","Wed Oct 16 15:15:25 GMT 2024","317","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed Oct 16 15:15:24 GMT 2024","Wed Oct 16 15:15:24 GMT 2024","314","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed Oct 16 15:15:22 GMT 2024","Wed Oct 16 15:15:23 GMT 2024","360","","test google search","","search youtube in google","","search youtube in google",""
"broken","Wed Oct 16 15:15:24 GMT 2024","Wed Oct 16 15:15:24 GMT 2024","317","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Wed Oct 16 15:15:19 GMT 2024","Wed Oct 16 15:15:20 GMT 2024","392","","Demo API","","test post api","","test post api",""
"broken","Wed Oct 16 15:15:22 GMT 2024","Wed Oct 16 15:15:22 GMT 2024","401","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Wed Oct 16 15:15:24 GMT 2024","Wed Oct 16 15:15:25 GMT 2024","316","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Wed Oct 16 15:15:17 GMT 2024","Wed Oct 16 15:15:19 GMT 2024","2107","","Demo API","","test get api","","test get api",""
"broken","Wed Oct 16 15:15:23 GMT 2024","Wed Oct 16 15:15:24 GMT 2024","345","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
