"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","316","search ""review cong ty"" in google","","Tue Jan 13 15:21:34 UTC 2026","broken","Tue Jan 13 15:21:34 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","620","search facebook in google","","Tue Jan 13 15:21:31 UTC 2026","broken","Tue Jan 13 15:21:32 UTC 2026","","test google search","search facebook in google",""
"","318","search ""fsoft"" in google","","Tue Jan 13 15:21:33 UTC 2026","broken","Tue Jan 13 15:21:34 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","317","search ""review cong ty"" in google","","Tue Jan 13 15:21:33 UTC 2026","broken","Tue Jan 13 15:21:33 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","396","Radio ""Impressive"" Button","","Tue Jan 13 15:21:30 UTC 2026","broken","Tue Jan 13 15:21:31 UTC 2026","","Demo QA site","Radio ""Impressive"" Button",""
"","319","search ""fsoft"" in google","","Tue Jan 13 15:21:32 UTC 2026","broken","Tue Jan 13 15:21:33 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","206","test post api","","Tue Jan 13 15:21:28 UTC 2026","failed","Tue Jan 13 15:21:28 UTC 2026","","Demo API","test post api",""
"","319","search ""CMC"" in google","","Tue Jan 13 15:21:33 UTC 2026","broken","Tue Jan 13 15:21:33 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","322","search ""CMC"" in google","","Tue Jan 13 15:21:32 UTC 2026","broken","Tue Jan 13 15:21:32 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","675","search youtube in google","","Tue Jan 13 15:21:31 UTC 2026","broken","Tue Jan 13 15:21:31 UTC 2026","","test google search","search youtube in google",""
"","1725","test get api","","Tue Jan 13 15:21:26 UTC 2026","passed","Tue Jan 13 15:21:28 UTC 2026","","Demo API","test get api",""
"","1967","Radio ""Yes"" Button","","Tue Jan 13 15:21:28 UTC 2026","broken","Tue Jan 13 15:21:30 UTC 2026","","Demo QA site","Radio ""Yes"" Button",""
