"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jan 11 15:12:12 GMT 2024","Thu Jan 11 15:12:12 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Thu Jan 11 15:12:10 GMT 2024","Thu Jan 11 15:12:11 GMT 2024","345","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Thu Jan 11 15:12:12 GMT 2024","Thu Jan 11 15:12:13 GMT 2024","264","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Thu Jan 11 15:12:11 GMT 2024","Thu Jan 11 15:12:11 GMT 2024","219","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Thu Jan 11 15:12:08 GMT 2024","Thu Jan 11 15:12:10 GMT 2024","1873","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Thu Jan 11 15:12:08 GMT 2024","Thu Jan 11 15:12:08 GMT 2024","416","","Demo API","","test post api","","test post api",""
"broken","Thu Jan 11 15:12:11 GMT 2024","Thu Jan 11 15:12:11 GMT 2024","269","","test google search","","search facebook in google","","search facebook in google",""
"broken","Thu Jan 11 15:12:11 GMT 2024","Thu Jan 11 15:12:11 GMT 2024","273","","test google search","","search youtube in google","","search youtube in google",""
"broken","Thu Jan 11 15:12:13 GMT 2024","Thu Jan 11 15:12:13 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Jan 11 15:12:06 GMT 2024","Thu Jan 11 15:12:08 GMT 2024","1898","","Demo API","","test get api","","test get api",""
"broken","Thu Jan 11 15:12:12 GMT 2024","Thu Jan 11 15:12:12 GMT 2024","266","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Thu Jan 11 15:12:11 GMT 2024","Thu Jan 11 15:12:12 GMT 2024","265","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
