"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 28 08:13:42 GMT 2023","Fri Jul 28 08:13:47 GMT 2023","5900","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Fri Jul 28 08:14:16 GMT 2023","Fri Jul 28 08:14:20 GMT 2023","4161","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Fri Jul 28 08:14:11 GMT 2023","Fri Jul 28 08:14:16 GMT 2023","4579","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Fri Jul 28 08:13:38 GMT 2023","Fri Jul 28 08:13:41 GMT 2023","2677","","Demo API","","test get api","","test get api",""
"passed","Fri Jul 28 08:14:25 GMT 2023","Fri Jul 28 08:14:29 GMT 2023","4394","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Fri Jul 28 08:14:06 GMT 2023","Fri Jul 28 08:14:11 GMT 2023","5000","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri Jul 28 08:14:20 GMT 2023","Fri Jul 28 08:14:25 GMT 2023","4655","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri Jul 28 08:13:55 GMT 2023","Fri Jul 28 08:14:00 GMT 2023","4890","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri Jul 28 08:13:49 GMT 2023","Fri Jul 28 08:13:55 GMT 2023","6063","","test google search","","search youtube in google","","search youtube in google",""
"passed","Fri Jul 28 08:13:41 GMT 2023","Fri Jul 28 08:13:42 GMT 2023","433","","Demo API","","test post api","","test post api",""
"passed","Fri Jul 28 08:13:47 GMT 2023","Fri Jul 28 08:13:49 GMT 2023","1491","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Fri Jul 28 08:14:00 GMT 2023","Fri Jul 28 08:14:06 GMT 2023","6123","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
