"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 30 15:13:54 GMT 2023","Mon Jan 30 15:14:01 GMT 2023","6960","","test google search","","search youtube in google","","search youtube in google",""
"passed","Mon Jan 30 15:14:29 GMT 2023","Mon Jan 30 15:14:33 GMT 2023","4585","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Mon Jan 30 15:14:23 GMT 2023","Mon Jan 30 15:14:29 GMT 2023","5586","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Mon Jan 30 15:14:12 GMT 2023","Mon Jan 30 15:14:17 GMT 2023","4923","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Jan 30 15:13:02 GMT 2023","Mon Jan 30 15:13:52 GMT 2023","50228","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Mon Jan 30 15:14:06 GMT 2023","Mon Jan 30 15:14:12 GMT 2023","6162","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Mon Jan 30 15:13:52 GMT 2023","Mon Jan 30 15:13:54 GMT 2023","1738","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Mon Jan 30 15:12:59 GMT 2023","Mon Jan 30 15:13:01 GMT 2023","2830","","Demo API","","test get api","","test get api",""
"passed","Mon Jan 30 15:14:01 GMT 2023","Mon Jan 30 15:14:06 GMT 2023","5312","","test google search","","search facebook in google","","search facebook in google",""
"passed","Mon Jan 30 15:13:01 GMT 2023","Mon Jan 30 15:13:02 GMT 2023","479","","Demo API","","test post api","","test post api",""
"passed","Mon Jan 30 15:14:33 GMT 2023","Mon Jan 30 15:14:38 GMT 2023","4400","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Mon Jan 30 15:14:17 GMT 2023","Mon Jan 30 15:14:23 GMT 2023","5631","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
