"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 24 07:10:49 GMT 2022","Thu Nov 24 07:10:54 GMT 2022","4912","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Nov 24 07:10:58 GMT 2022","Thu Nov 24 07:11:03 GMT 2022","4314","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Nov 24 07:11:03 GMT 2022","Thu Nov 24 07:11:07 GMT 2022","3938","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Nov 24 07:10:30 GMT 2022","Thu Nov 24 07:10:31 GMT 2022","980","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Thu Nov 24 07:11:07 GMT 2022","Thu Nov 24 07:11:11 GMT 2022","4280","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Nov 24 07:10:31 GMT 2022","Thu Nov 24 07:10:37 GMT 2022","6697","","test google search","","search youtube in google","","search youtube in google",""
"passed","Thu Nov 24 07:10:54 GMT 2022","Thu Nov 24 07:10:58 GMT 2022","4763","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Nov 24 07:10:22 GMT 2022","Thu Nov 24 07:10:29 GMT 2022","7979","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Thu Nov 24 07:10:42 GMT 2022","Thu Nov 24 07:10:49 GMT 2022","6426","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Nov 24 07:10:37 GMT 2022","Thu Nov 24 07:10:42 GMT 2022","5072","","test google search","","search facebook in google","","search facebook in google",""
