"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9282","Radio ""Yes"" Button","","2026-07-29","broken","2026-07-29","","Demo QA site","Radio ""Yes"" Button",""
"","401","search facebook in google","","2026-07-29","broken","2026-07-29","","test google search","search facebook in google",""
"","1170","search ""CMC"" in google","","2026-07-29","broken","2026-07-29","","test google search outline","search ""CMC"" in google",""
"","326","search ""review cong ty"" in google","","2026-07-29","broken","2026-07-29","","test google search outline","search ""review cong ty"" in google",""
"","365","search ""fsoft"" in google","","2026-07-29","broken","2026-07-29","","test google search outline","search ""fsoft"" in google",""
"","1986","test get api","","2026-07-29","passed","2026-07-29","","Demo API","test get api",""
"","372","search youtube in google","","2026-07-29","broken","2026-07-29","","test google search","search youtube in google",""
"","366","search ""review cong ty"" in google","","2026-07-29","broken","2026-07-29","","test google search outline","search ""review cong ty"" in google",""
"","327","search ""fsoft"" in google","","2026-07-29","broken","2026-07-29","","test google search outline","search ""fsoft"" in google",""
"","371","search ""CMC"" in google","","2026-07-29","broken","2026-07-29","","test google search outline","search ""CMC"" in google",""
"","444","Radio ""Impressive"" Button","","2026-07-29","broken","2026-07-29","","Demo QA site","Radio ""Impressive"" Button",""
"","373","test post api","","2026-07-29","failed","2026-07-29","","Demo API","test post api",""
