"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","319","search ""CMC"" in google","","Mon Feb 16 15:37:39 UTC 2026","broken","Mon Feb 16 15:37:39 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","319","search ""review cong ty"" in google","","Mon Feb 16 15:37:40 UTC 2026","broken","Mon Feb 16 15:37:40 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","316","search ""review cong ty"" in google","","Mon Feb 16 15:37:41 UTC 2026","broken","Mon Feb 16 15:37:41 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","369","search facebook in google","","Mon Feb 16 15:37:39 UTC 2026","broken","Mon Feb 16 15:37:39 UTC 2026","","test google search","search facebook in google",""
"","7711","Radio ""Yes"" Button","","Mon Feb 16 15:37:30 UTC 2026","broken","Mon Feb 16 15:37:38 UTC 2026","","Demo QA site","Radio ""Yes"" Button",""
"","351","search youtube in google","","Mon Feb 16 15:37:38 UTC 2026","broken","Mon Feb 16 15:37:39 UTC 2026","","test google search","search youtube in google",""
"","134","test post api","","Mon Feb 16 15:37:30 UTC 2026","failed","Mon Feb 16 15:37:30 UTC 2026","","Demo API","test post api",""
"","321","search ""fsoft"" in google","","Mon Feb 16 15:37:39 UTC 2026","broken","Mon Feb 16 15:37:40 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","1853","test get api","","Mon Feb 16 15:37:28 UTC 2026","passed","Mon Feb 16 15:37:30 UTC 2026","","Demo API","test get api",""
"","494","Radio ""Impressive"" Button","","Mon Feb 16 15:37:38 UTC 2026","broken","Mon Feb 16 15:37:38 UTC 2026","","Demo QA site","Radio ""Impressive"" Button",""
"","316","search ""CMC"" in google","","Mon Feb 16 15:37:40 UTC 2026","broken","Mon Feb 16 15:37:40 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","316","search ""fsoft"" in google","","Mon Feb 16 15:37:40 UTC 2026","broken","Mon Feb 16 15:37:41 UTC 2026","","test google search outline","search ""fsoft"" in google",""
