"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 08 08:13:21 GMT 2024","Fri Mar 08 08:13:22 GMT 2024","267","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Mar 08 08:13:21 GMT 2024","Fri Mar 08 08:13:21 GMT 2024","264","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Mar 08 08:13:21 GMT 2024","Fri Mar 08 08:13:21 GMT 2024","266","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Mar 08 08:13:18 GMT 2024","Fri Mar 08 08:13:20 GMT 2024","1714","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Mar 08 08:13:20 GMT 2024","Fri Mar 08 08:13:20 GMT 2024","227","","test google search","","search youtube in google","","search youtube in google",""
"broken","Fri Mar 08 08:13:20 GMT 2024","Fri Mar 08 08:13:21 GMT 2024","272","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Fri Mar 08 08:13:16 GMT 2024","Fri Mar 08 08:13:17 GMT 2024","1692","","Demo API","","test get api","","test get api",""
"broken","Fri Mar 08 08:13:21 GMT 2024","Fri Mar 08 08:13:21 GMT 2024","221","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Mar 08 08:13:20 GMT 2024","Fri Mar 08 08:13:20 GMT 2024","308","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Mar 08 08:13:20 GMT 2024","Fri Mar 08 08:13:20 GMT 2024","269","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri Mar 08 08:13:18 GMT 2024","Fri Mar 08 08:13:18 GMT 2024","291","","Demo API","","test post api","","test post api",""
"broken","Fri Mar 08 08:13:22 GMT 2024","Fri Mar 08 08:13:22 GMT 2024","214","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
