"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 27 15:13:20 GMT 2023","Tue Jun 27 15:13:21 GMT 2023","306","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Jun 27 15:13:19 GMT 2023","Tue Jun 27 15:13:20 GMT 2023","285","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Jun 27 15:13:20 GMT 2023","Tue Jun 27 15:13:20 GMT 2023","245","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Jun 27 15:13:18 GMT 2023","Tue Jun 27 15:13:18 GMT 2023","404","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Jun 27 15:13:18 GMT 2023","Tue Jun 27 15:13:19 GMT 2023","280","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Jun 27 15:13:10 GMT 2023","Tue Jun 27 15:13:18 GMT 2023","8111","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Tue Jun 27 15:13:06 GMT 2023","Tue Jun 27 15:13:09 GMT 2023","2786","","Demo API","","test get api","","test get api",""
"broken","Tue Jun 27 15:13:20 GMT 2023","Tue Jun 27 15:13:20 GMT 2023","311","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Jun 27 15:13:19 GMT 2023","Tue Jun 27 15:13:19 GMT 2023","322","","test google search","","search facebook in google","","search facebook in google",""
"passed","Tue Jun 27 15:13:09 GMT 2023","Tue Jun 27 15:13:10 GMT 2023","443","","Demo API","","test post api","","test post api",""
"broken","Tue Jun 27 15:13:20 GMT 2023","Tue Jun 27 15:13:20 GMT 2023","258","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Jun 27 15:13:19 GMT 2023","Tue Jun 27 15:13:19 GMT 2023","265","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
