"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 12 15:20:18 GMT 2023","Thu Jan 12 15:20:23 GMT 2023","4717","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Jan 12 15:20:28 GMT 2023","Thu Jan 12 15:20:32 GMT 2023","3998","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Jan 12 15:19:47 GMT 2023","Thu Jan 12 15:19:50 GMT 2023","3052","","Demo API","","test get api","","test get api",""
"passed","Thu Jan 12 15:20:32 GMT 2023","Thu Jan 12 15:20:36 GMT 2023","4428","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Thu Jan 12 15:19:50 GMT 2023","Thu Jan 12 15:19:51 GMT 2023","432","","Demo API","","test post api","","test post api",""
"passed","Thu Jan 12 15:20:23 GMT 2023","Thu Jan 12 15:20:28 GMT 2023","5195","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Jan 12 15:19:56 GMT 2023","Thu Jan 12 15:19:58 GMT 2023","1281","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Thu Jan 12 15:20:14 GMT 2023","Thu Jan 12 15:20:18 GMT 2023","3960","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Jan 12 15:19:58 GMT 2023","Thu Jan 12 15:20:03 GMT 2023","5121","","test google search","","search youtube in google","","search youtube in google",""
"passed","Thu Jan 12 15:20:03 GMT 2023","Thu Jan 12 15:20:08 GMT 2023","4996","","test google search","","search facebook in google","","search facebook in google",""
"passed","Thu Jan 12 15:19:51 GMT 2023","Thu Jan 12 15:19:56 GMT 2023","5840","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Thu Jan 12 15:20:08 GMT 2023","Thu Jan 12 15:20:14 GMT 2023","5996","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
