"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 17 08:14:42 GMT 2023","Fri Nov 17 08:14:43 GMT 2023","269","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri Nov 17 08:14:37 GMT 2023","Fri Nov 17 08:14:39 GMT 2023","2085","","Demo API","","test get api","","test get api",""
"broken","Fri Nov 17 08:14:42 GMT 2023","Fri Nov 17 08:14:42 GMT 2023","347","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Nov 17 08:14:43 GMT 2023","Fri Nov 17 08:14:43 GMT 2023","269","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Nov 17 08:14:43 GMT 2023","Fri Nov 17 08:14:44 GMT 2023","264","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Nov 17 08:14:43 GMT 2023","Fri Nov 17 08:14:43 GMT 2023","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Nov 17 08:14:43 GMT 2023","Fri Nov 17 08:14:43 GMT 2023","270","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Nov 17 08:14:44 GMT 2023","Fri Nov 17 08:14:44 GMT 2023","264","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Nov 17 08:14:44 GMT 2023","Fri Nov 17 08:14:44 GMT 2023","222","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Nov 17 08:14:39 GMT 2023","Fri Nov 17 08:14:42 GMT 2023","2173","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Fri Nov 17 08:14:39 GMT 2023","Fri Nov 17 08:14:39 GMT 2023","462","","Demo API","","test post api","","test post api",""
"broken","Fri Nov 17 08:14:42 GMT 2023","Fri Nov 17 08:14:42 GMT 2023","272","","test google search","","search youtube in google","","search youtube in google",""
