"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","467","Radio ""Impressive"" Button","","Mon May 12 15:19:30 GMT 2025","broken","Mon May 12 15:19:30 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","368","search facebook in google","","Mon May 12 15:19:30 GMT 2025","broken","Mon May 12 15:19:31 GMT 2025","","test google search","search facebook in google",""
"","320","search ""fsoft"" in google","","Mon May 12 15:19:32 GMT 2025","broken","Mon May 12 15:19:32 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","372","search youtube in google","","Mon May 12 15:19:30 GMT 2025","broken","Mon May 12 15:19:30 GMT 2025","","test google search","search youtube in google",""
"","1651","test get api","","Mon May 12 15:18:43 GMT 2025","passed","Mon May 12 15:18:45 GMT 2025","","Demo API","test get api",""
"","322","search ""CMC"" in google","","Mon May 12 15:19:31 GMT 2025","broken","Mon May 12 15:19:31 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","366","search ""CMC"" in google","","Mon May 12 15:19:32 GMT 2025","broken","Mon May 12 15:19:32 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","44585","Radio ""Yes"" Button","","Mon May 12 15:18:45 GMT 2025","broken","Mon May 12 15:19:30 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","315","search ""review cong ty"" in google","","Mon May 12 15:19:32 GMT 2025","broken","Mon May 12 15:19:33 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","318","search ""fsoft"" in google","","Mon May 12 15:19:31 GMT 2025","broken","Mon May 12 15:19:31 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","321","search ""review cong ty"" in google","","Mon May 12 15:19:31 GMT 2025","broken","Mon May 12 15:19:32 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","261","test post api","","Mon May 12 15:18:45 GMT 2025","failed","Mon May 12 15:18:45 GMT 2025","","Demo API","test post api",""
