"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Oct 03 15:14:55 GMT 2024","Thu Oct 03 15:14:55 GMT 2024","318","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Thu Oct 03 15:14:55 GMT 2024","Thu Oct 03 15:14:55 GMT 2024","271","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Thu Oct 03 15:14:54 GMT 2024","Thu Oct 03 15:14:55 GMT 2024","268","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Thu Oct 03 15:14:53 GMT 2024","Thu Oct 03 15:14:53 GMT 2024","271","","test google search","","search youtube in google","","search youtube in google",""
"broken","Thu Oct 03 15:14:51 GMT 2024","Thu Oct 03 15:14:53 GMT 2024","1989","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Thu Oct 03 15:14:54 GMT 2024","Thu Oct 03 15:14:54 GMT 2024","268","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Oct 03 15:14:50 GMT 2024","Thu Oct 03 15:14:51 GMT 2024","276","","Demo API","","test post api","","test post api",""
"broken","Thu Oct 03 15:14:53 GMT 2024","Thu Oct 03 15:14:53 GMT 2024","352","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Thu Oct 03 15:14:54 GMT 2024","Thu Oct 03 15:14:54 GMT 2024","339","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Thu Oct 03 15:14:49 GMT 2024","Thu Oct 03 15:14:50 GMT 2024","1671","","Demo API","","test get api","","test get api",""
"broken","Thu Oct 03 15:14:55 GMT 2024","Thu Oct 03 15:14:55 GMT 2024","318","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Thu Oct 03 15:14:53 GMT 2024","Thu Oct 03 15:14:54 GMT 2024","268","","test google search","","search facebook in google","","search facebook in google",""
