"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","352","test post api","","Mon Jan 20 15:14:32 GMT 2025","passed","Mon Jan 20 15:14:33 GMT 2025","","Demo API","test post api",""
"","266","search ""review cong ty"" in google","","Mon Jan 20 15:14:47 GMT 2025","broken","Mon Jan 20 15:14:47 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","266","search ""review cong ty"" in google","","Mon Jan 20 15:14:46 GMT 2025","broken","Mon Jan 20 15:14:47 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","369","search facebook in google","","Mon Jan 20 15:14:45 GMT 2025","broken","Mon Jan 20 15:14:46 GMT 2025","","test google search","search facebook in google",""
"","266","search ""CMC"" in google","","Mon Jan 20 15:14:47 GMT 2025","broken","Mon Jan 20 15:14:47 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","316","search ""fsoft"" in google","","Mon Jan 20 15:14:47 GMT 2025","broken","Mon Jan 20 15:14:47 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","11882","Radio ""Yes"" Button","","Mon Jan 20 15:14:33 GMT 2025","broken","Mon Jan 20 15:14:45 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","447","Radio ""Impressive"" Button","","Mon Jan 20 15:14:45 GMT 2025","broken","Mon Jan 20 15:14:45 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","264","search ""fsoft"" in google","","Mon Jan 20 15:14:46 GMT 2025","broken","Mon Jan 20 15:14:46 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","1913","test get api","","Mon Jan 20 15:14:30 GMT 2025","passed","Mon Jan 20 15:14:32 GMT 2025","","Demo API","test get api",""
"","271","search ""CMC"" in google","","Mon Jan 20 15:14:46 GMT 2025","broken","Mon Jan 20 15:14:46 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","333","search youtube in google","","Mon Jan 20 15:14:45 GMT 2025","broken","Mon Jan 20 15:14:45 GMT 2025","","test google search","search youtube in google",""
