"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 23 08:15:50 GMT 2023","Fri Jun 23 08:15:50 GMT 2023","290","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jun 23 08:15:51 GMT 2023","Fri Jun 23 08:15:51 GMT 2023","251","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jun 23 08:15:49 GMT 2023","Fri Jun 23 08:15:50 GMT 2023","267","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jun 23 08:15:40 GMT 2023","Fri Jun 23 08:15:48 GMT 2023","8759","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Jun 23 08:15:49 GMT 2023","Fri Jun 23 08:15:49 GMT 2023","256","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri Jun 23 08:15:37 GMT 2023","Fri Jun 23 08:15:39 GMT 2023","2383","","Demo API","","test get api","","test get api",""
"broken","Fri Jun 23 08:15:50 GMT 2023","Fri Jun 23 08:15:51 GMT 2023","305","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jun 23 08:15:49 GMT 2023","Fri Jun 23 08:15:49 GMT 2023","310","","test google search","","search youtube in google","","search youtube in google",""
"passed","Fri Jun 23 08:15:39 GMT 2023","Fri Jun 23 08:15:40 GMT 2023","315","","Demo API","","test post api","","test post api",""
"broken","Fri Jun 23 08:15:48 GMT 2023","Fri Jun 23 08:15:49 GMT 2023","396","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Jun 23 08:15:51 GMT 2023","Fri Jun 23 08:15:51 GMT 2023","262","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Jun 23 08:15:50 GMT 2023","Fri Jun 23 08:15:50 GMT 2023","268","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
