"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 15 15:11:10 GMT 2023","Fri Sep 15 15:11:11 GMT 2023","303","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Sep 15 15:11:11 GMT 2023","Fri Sep 15 15:11:12 GMT 2023","268","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Sep 15 15:11:08 GMT 2023","Fri Sep 15 15:11:09 GMT 2023","449","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Sep 15 15:11:11 GMT 2023","Fri Sep 15 15:11:11 GMT 2023","289","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Sep 15 15:11:09 GMT 2023","Fri Sep 15 15:11:09 GMT 2023","333","","test google search","","search youtube in google","","search youtube in google",""
"broken","Fri Sep 15 15:11:05 GMT 2023","Fri Sep 15 15:11:08 GMT 2023","3079","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Fri Sep 15 15:11:02 GMT 2023","Fri Sep 15 15:11:05 GMT 2023","2546","","Demo API","","test get api","","test get api",""
"broken","Fri Sep 15 15:11:10 GMT 2023","Fri Sep 15 15:11:10 GMT 2023","323","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri Sep 15 15:11:05 GMT 2023","Fri Sep 15 15:11:05 GMT 2023","413","","Demo API","","test post api","","test post api",""
"broken","Fri Sep 15 15:11:09 GMT 2023","Fri Sep 15 15:11:10 GMT 2023","335","","test google search","","search facebook in google","","search facebook in google",""
"broken","Fri Sep 15 15:11:11 GMT 2023","Fri Sep 15 15:11:11 GMT 2023","335","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Sep 15 15:11:10 GMT 2023","Fri Sep 15 15:11:10 GMT 2023","385","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
