"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 13 08:16:58 GMT 2023","Mon Mar 13 08:16:58 GMT 2023","441","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Mar 13 08:16:58 GMT 2023","Mon Mar 13 08:16:59 GMT 2023","451","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Mar 13 08:16:59 GMT 2023","Mon Mar 13 08:17:00 GMT 2023","477","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Mar 13 08:16:56 GMT 2023","Mon Mar 13 08:16:57 GMT 2023","1183","","test google search","","search youtube in google","","search youtube in google",""
"passed","Mon Mar 13 08:16:54 GMT 2023","Mon Mar 13 08:16:56 GMT 2023","1295","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Mon Mar 13 08:16:28 GMT 2023","Mon Mar 13 08:16:30 GMT 2023","2161","","Demo API","","test get api","","test get api",""
"broken","Mon Mar 13 08:16:57 GMT 2023","Mon Mar 13 08:16:58 GMT 2023","561","","test google search","","search facebook in google","","search facebook in google",""
"broken","Mon Mar 13 08:16:58 GMT 2023","Mon Mar 13 08:16:58 GMT 2023","444","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Mar 13 08:16:59 GMT 2023","Mon Mar 13 08:16:59 GMT 2023","522","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Mon Mar 13 08:16:30 GMT 2023","Mon Mar 13 08:16:31 GMT 2023","430","","Demo API","","test post api","","test post api",""
"passed","Mon Mar 13 08:16:31 GMT 2023","Mon Mar 13 08:16:54 GMT 2023","23647","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Mon Mar 13 08:17:00 GMT 2023","Mon Mar 13 08:17:00 GMT 2023","374","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
