"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","367","search ""review cong ty"" in google","","Mon Mar 17 08:20:40 GMT 2025","broken","Mon Mar 17 08:20:41 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","321","search youtube in google","","Mon Mar 17 08:20:39 GMT 2025","broken","Mon Mar 17 08:20:39 GMT 2025","","test google search","search youtube in google",""
"","320","search ""CMC"" in google","","Mon Mar 17 08:20:40 GMT 2025","broken","Mon Mar 17 08:20:40 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","367","search ""fsoft"" in google","","Mon Mar 17 08:20:40 GMT 2025","broken","Mon Mar 17 08:20:40 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","317","search ""fsoft"" in google","","Mon Mar 17 08:20:41 GMT 2025","broken","Mon Mar 17 08:20:42 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","13406","Radio ""Yes"" Button","","Mon Mar 17 08:20:25 GMT 2025","broken","Mon Mar 17 08:20:39 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","236","test post api","","Mon Mar 17 08:20:25 GMT 2025","passed","Mon Mar 17 08:20:25 GMT 2025","","Demo API","test post api",""
"","366","search ""CMC"" in google","","Mon Mar 17 08:20:41 GMT 2025","broken","Mon Mar 17 08:20:41 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","314","search ""review cong ty"" in google","","Mon Mar 17 08:20:42 GMT 2025","broken","Mon Mar 17 08:20:42 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","1759","test get api","","Mon Mar 17 08:20:23 GMT 2025","passed","Mon Mar 17 08:20:25 GMT 2025","","Demo API","test get api",""
"","419","search facebook in google","","Mon Mar 17 08:20:39 GMT 2025","broken","Mon Mar 17 08:20:40 GMT 2025","","test google search","search facebook in google",""
"","458","Radio ""Impressive"" Button","","Mon Mar 17 08:20:39 GMT 2025","broken","Mon Mar 17 08:20:39 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
