"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 14 08:19:08 GMT 2024","Mon Oct 14 08:19:08 GMT 2024","320","","test google search","","search facebook in google","","search facebook in google",""
"broken","Mon Oct 14 08:19:09 GMT 2024","Mon Oct 14 08:19:09 GMT 2024","367","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Mon Oct 14 08:19:04 GMT 2024","Mon Oct 14 08:19:04 GMT 2024","336","","Demo API","","test post api","","test post api",""
"broken","Mon Oct 14 08:19:09 GMT 2024","Mon Oct 14 08:19:09 GMT 2024","318","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Oct 14 08:19:08 GMT 2024","Mon Oct 14 08:19:09 GMT 2024","320","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Oct 14 08:19:09 GMT 2024","Mon Oct 14 08:19:10 GMT 2024","343","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Oct 14 08:19:05 GMT 2024","Mon Oct 14 08:19:07 GMT 2024","2280","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Mon Oct 14 08:19:07 GMT 2024","Mon Oct 14 08:19:08 GMT 2024","327","","test google search","","search youtube in google","","search youtube in google",""
"broken","Mon Oct 14 08:19:07 GMT 2024","Mon Oct 14 08:19:07 GMT 2024","404","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Mon Oct 14 08:19:10 GMT 2024","Mon Oct 14 08:19:10 GMT 2024","316","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Oct 14 08:19:08 GMT 2024","Mon Oct 14 08:19:08 GMT 2024","321","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Mon Oct 14 08:19:02 GMT 2024","Mon Oct 14 08:19:04 GMT 2024","1908","","Demo API","","test get api","","test get api",""
