"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 21 15:11:09 GMT 2023","Tue Mar 21 15:11:09 GMT 2023","286","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Tue Mar 21 15:10:54 GMT 2023","Tue Mar 21 15:10:57 GMT 2023","3064","","Demo API","","test get api","","test get api",""
"broken","Tue Mar 21 15:10:58 GMT 2023","Tue Mar 21 15:11:07 GMT 2023","9217","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Tue Mar 21 15:11:07 GMT 2023","Tue Mar 21 15:11:07 GMT 2023","455","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Mar 21 15:11:08 GMT 2023","Tue Mar 21 15:11:09 GMT 2023","324","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Mar 21 15:11:08 GMT 2023","Tue Mar 21 15:11:08 GMT 2023","288","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Mar 21 15:11:09 GMT 2023","Tue Mar 21 15:11:09 GMT 2023","317","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Mar 21 15:11:08 GMT 2023","Tue Mar 21 15:11:08 GMT 2023","366","","test google search","","search facebook in google","","search facebook in google",""
"passed","Tue Mar 21 15:10:57 GMT 2023","Tue Mar 21 15:10:58 GMT 2023","411","","Demo API","","test post api","","test post api",""
"broken","Tue Mar 21 15:11:07 GMT 2023","Tue Mar 21 15:11:08 GMT 2023","331","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Mar 21 15:11:10 GMT 2023","Tue Mar 21 15:11:10 GMT 2023","355","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Mar 21 15:11:09 GMT 2023","Tue Mar 21 15:11:10 GMT 2023","355","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
