"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 24 08:15:48 GMT 2024","Fri May 24 08:15:48 GMT 2024","220","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri May 24 08:15:47 GMT 2024","Fri May 24 08:15:47 GMT 2024","267","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri May 24 08:15:31 GMT 2024","Fri May 24 08:15:31 GMT 2024","468","","Demo API","","test post api","","test post api",""
"broken","Fri May 24 08:15:47 GMT 2024","Fri May 24 08:15:47 GMT 2024","223","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri May 24 08:15:46 GMT 2024","Fri May 24 08:15:46 GMT 2024","274","","test google search","","search youtube in google","","search youtube in google",""
"broken","Fri May 24 08:15:48 GMT 2024","Fri May 24 08:15:48 GMT 2024","266","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri May 24 08:15:31 GMT 2024","Fri May 24 08:15:46 GMT 2024","14263","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri May 24 08:15:46 GMT 2024","Fri May 24 08:15:47 GMT 2024","272","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri May 24 08:15:29 GMT 2024","Fri May 24 08:15:31 GMT 2024","1873","","Demo API","","test get api","","test get api",""
"broken","Fri May 24 08:15:46 GMT 2024","Fri May 24 08:15:46 GMT 2024","451","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri May 24 08:15:47 GMT 2024","Fri May 24 08:15:47 GMT 2024","266","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri May 24 08:15:47 GMT 2024","Fri May 24 08:15:48 GMT 2024","221","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
