"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 05 15:11:28 GMT 2023","Fri May 05 15:11:28 GMT 2023","218","","test google search","","search facebook in google","","search facebook in google",""
"passed","Fri May 05 15:11:18 GMT 2023","Fri May 05 15:11:18 GMT 2023","291","","Demo API","","test post api","","test post api",""
"broken","Fri May 05 15:11:29 GMT 2023","Fri May 05 15:11:30 GMT 2023","208","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri May 05 15:11:29 GMT 2023","Fri May 05 15:11:29 GMT 2023","215","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri May 05 15:11:27 GMT 2023","Fri May 05 15:11:28 GMT 2023","462","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri May 05 15:11:28 GMT 2023","Fri May 05 15:11:28 GMT 2023","227","","test google search","","search youtube in google","","search youtube in google",""
"broken","Fri May 05 15:11:18 GMT 2023","Fri May 05 15:11:27 GMT 2023","8975","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri May 05 15:11:29 GMT 2023","Fri May 05 15:11:29 GMT 2023","210","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri May 05 15:11:16 GMT 2023","Fri May 05 15:11:18 GMT 2023","2041","","Demo API","","test get api","","test get api",""
"broken","Fri May 05 15:11:29 GMT 2023","Fri May 05 15:11:29 GMT 2023","197","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri May 05 15:11:28 GMT 2023","Fri May 05 15:11:29 GMT 2023","227","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri May 05 15:11:29 GMT 2023","Fri May 05 15:11:29 GMT 2023","196","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
