"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 01 15:11:15 GMT 2023","Fri Sep 01 15:11:15 GMT 2023","285","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Sep 01 15:11:14 GMT 2023","Fri Sep 01 15:11:15 GMT 2023","275","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Sep 01 15:11:14 GMT 2023","Fri Sep 01 15:11:14 GMT 2023","282","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Fri Sep 01 15:11:06 GMT 2023","Fri Sep 01 15:11:09 GMT 2023","2488","","Demo API","","test get api","","test get api",""
"broken","Fri Sep 01 15:11:13 GMT 2023","Fri Sep 01 15:11:14 GMT 2023","287","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri Sep 01 15:11:09 GMT 2023","Fri Sep 01 15:11:09 GMT 2023","444","","Demo API","","test post api","","test post api",""
"broken","Fri Sep 01 15:11:09 GMT 2023","Fri Sep 01 15:11:12 GMT 2023","2587","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Sep 01 15:11:12 GMT 2023","Fri Sep 01 15:11:12 GMT 2023","419","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Sep 01 15:11:12 GMT 2023","Fri Sep 01 15:11:13 GMT 2023","330","","test google search","","search youtube in google","","search youtube in google",""
"broken","Fri Sep 01 15:11:13 GMT 2023","Fri Sep 01 15:11:13 GMT 2023","255","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Sep 01 15:11:14 GMT 2023","Fri Sep 01 15:11:14 GMT 2023","289","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Sep 01 15:11:13 GMT 2023","Fri Sep 01 15:11:13 GMT 2023","284","","test google search","","search facebook in google","","search facebook in google",""
