"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jul 01 08:16:46 GMT 2024","Mon Jul 01 08:16:46 GMT 2024","268","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Jul 01 08:16:47 GMT 2024","Mon Jul 01 08:16:47 GMT 2024","266","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Mon Jul 01 08:16:42 GMT 2024","Mon Jul 01 08:16:43 GMT 2024","320","","Demo API","","test post api","","test post api",""
"broken","Mon Jul 01 08:16:43 GMT 2024","Mon Jul 01 08:16:44 GMT 2024","1723","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"passed","Mon Jul 01 08:16:40 GMT 2024","Mon Jul 01 08:16:42 GMT 2024","1759","","Demo API","","test get api","","test get api",""
"broken","Mon Jul 01 08:16:44 GMT 2024","Mon Jul 01 08:16:45 GMT 2024","351","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Mon Jul 01 08:16:45 GMT 2024","Mon Jul 01 08:16:45 GMT 2024","266","","test google search","","search facebook in google","","search facebook in google",""
"broken","Mon Jul 01 08:16:46 GMT 2024","Mon Jul 01 08:16:46 GMT 2024","265","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Mon Jul 01 08:16:46 GMT 2024","Mon Jul 01 08:16:47 GMT 2024","266","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Mon Jul 01 08:16:46 GMT 2024","Mon Jul 01 08:16:46 GMT 2024","217","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Mon Jul 01 08:16:45 GMT 2024","Mon Jul 01 08:16:45 GMT 2024","273","","test google search","","search youtube in google","","search youtube in google",""
"broken","Mon Jul 01 08:16:45 GMT 2024","Mon Jul 01 08:16:46 GMT 2024","269","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
