"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jun 15 08:14:11 GMT 2023","Thu Jun 15 08:14:12 GMT 2023","213","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Thu Jun 15 08:14:12 GMT 2023","Thu Jun 15 08:14:12 GMT 2023","213","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Thu Jun 15 08:13:52 GMT 2023","Thu Jun 15 08:13:52 GMT 2023","328","","Demo API","","test post api","","test post api",""
"broken","Thu Jun 15 08:14:12 GMT 2023","Thu Jun 15 08:14:12 GMT 2023","266","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Thu Jun 15 08:14:11 GMT 2023","Thu Jun 15 08:14:11 GMT 2023","265","","test google search","","search facebook in google","","search facebook in google",""
"broken","Thu Jun 15 08:14:11 GMT 2023","Thu Jun 15 08:14:11 GMT 2023","308","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Thu Jun 15 08:13:49 GMT 2023","Thu Jun 15 08:13:51 GMT 2023","2074","","Demo API","","test get api","","test get api",""
"broken","Thu Jun 15 08:13:52 GMT 2023","Thu Jun 15 08:14:11 GMT 2023","18662","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Thu Jun 15 08:14:11 GMT 2023","Thu Jun 15 08:14:11 GMT 2023","239","","test google search","","search youtube in google","","search youtube in google",""
"broken","Thu Jun 15 08:14:12 GMT 2023","Thu Jun 15 08:14:13 GMT 2023","220","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Thu Jun 15 08:14:13 GMT 2023","Thu Jun 15 08:14:13 GMT 2023","216","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Thu Jun 15 08:14:12 GMT 2023","Thu Jun 15 08:14:12 GMT 2023","237","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
