"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 01 08:19:07 GMT 2024","Tue Oct 01 08:19:08 GMT 2024","267","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Oct 01 08:19:06 GMT 2024","Tue Oct 01 08:19:06 GMT 2024","325","","test google search","","search facebook in google","","search facebook in google",""
"passed","Tue Oct 01 08:18:54 GMT 2024","Tue Oct 01 08:18:54 GMT 2024","300","","Demo API","","test post api","","test post api",""
"broken","Tue Oct 01 08:19:06 GMT 2024","Tue Oct 01 08:19:07 GMT 2024","421","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Oct 01 08:19:07 GMT 2024","Tue Oct 01 08:19:07 GMT 2024","267","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Oct 01 08:19:08 GMT 2024","Tue Oct 01 08:19:08 GMT 2024","317","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Tue Oct 01 08:18:52 GMT 2024","Tue Oct 01 08:18:54 GMT 2024","1839","","Demo API","","test get api","","test get api",""
"broken","Tue Oct 01 08:19:08 GMT 2024","Tue Oct 01 08:19:08 GMT 2024","266","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Oct 01 08:19:05 GMT 2024","Tue Oct 01 08:19:06 GMT 2024","401","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Oct 01 08:19:06 GMT 2024","Tue Oct 01 08:19:06 GMT 2024","272","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Oct 01 08:19:07 GMT 2024","Tue Oct 01 08:19:07 GMT 2024","269","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Oct 01 08:18:54 GMT 2024","Tue Oct 01 08:19:05 GMT 2024","10859","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
